Decimal Day of Year in 2022 (UTC), HRRR Air Temp (*C), HRRR Precip (mm), Incoming Shortwave (W/m^2), Surface Temp (*C), HRRR 4 cm Soil Temp (*C), HRRR 10 cm Soil Temp (*C), HRRR 100 cm Soil Temp (*C), HRRR 4 cm Soil Water (m^3 m^-3), HRRR 10 cm Soil Water (m^3 m^-3), HRRR 100 cm Soil Water (m^3 m^-3)
31.9167, 12.5762, 9999.00, 349.728, 13.0000, 11.8400, 8.97000, 6.41000, 0.195000, 0.206000, 0.228000
31.9583, 10.8214, 9999.00, 337.108, 10.3800, 11.0000, 9.60001, 6.41000, 0.195000, 0.206000, 0.228000
32.0000, 9.14072, 9999.00, 327.355, 8.30002, 9.72000, 9.82001, 6.41000, 0.195000, 0.206000, 0.228000
32.0417, 8.00436, 9999.00, 322.173, 7.19000, 8.52002, 9.35001, 6.41000, 0.195000, 0.206000, 0.228000
32.0833, 7.24823, 9999.00, 319.292, 6.57001, 7.79001, 8.81000, 6.41000, 0.195000, 0.206000, 0.228000
32.1250, 6.40491, 9999.00, 315.737, 5.79001, 7.10001, 8.24002, 6.42001, 0.195000, 0.206000, 0.228000
32.1667, 6.37296, 9999.00, 315.586, 5.75000, 6.76001, 7.80002, 6.42001, 0.195000, 0.206000, 0.228000
32.2083, 6.40530, 9999.00, 315.218, 5.66000, 6.52002, 7.45001, 6.42999, 0.195000, 0.206000, 0.228000
32.2500, 6.49344, 9999.00, 315.227, 5.67001, 6.30002, 7.13000, 6.42999, 0.195000, 0.206000, 0.228000
32.2917, 6.41562, 9999.00, 314.784, 5.55002, 6.17999, 6.84000, 6.44000, 0.195000, 0.206000, 0.228000
32.3333, 5.66397, 9999.00, 311.577, 4.86002, 5.69000, 6.47000, 6.45001, 0.195000, 0.206000, 0.228000
32.3750, 5.24588, 9999.00, 309.859, 4.45999, 5.31000, 6.14999, 6.45001, 0.195000, 0.206000, 0.228000
32.4167, 4.87167, 9999.00, 308.210, 4.11002, 4.95001, 5.88000, 6.45999, 0.195000, 0.205000, 0.228000
32.4583, 4.76764, 9999.00, 307.607, 3.98001, 4.70999, 5.64999, 6.45999, 0.195000, 0.205000, 0.228000
32.5000, 6.47305, 9999.00, 316.289, 5.89001, 5.62000, 5.69000, 6.47000, 0.195000, 0.205000, 0.228000
32.5417, 5.20157, 9999.00, 309.688, 4.44000, 5.37000, 5.95001, 6.47000, 0.195000, 0.205000, 0.228000
32.5833, 6.60318, 9999.00, 317.011, 6.07001, 5.47000, 5.94000, 6.48001, 0.194000, 0.205000, 0.228000
32.6250, 10.2410, 9999.00, 336.816, 10.3300, 7.49002, 6.20001, 6.49002, 0.194000, 0.205000, 0.228000
32.6667, 12.5980, 9999.00, 352.883, 13.6500, 9.73001, 6.78000, 6.50000, 0.194000, 0.205000, 0.228000
32.7083, 14.5158, 9999.00, 368.060, 16.6700, 12.0200, 7.74002, 6.51001, 0.198000, 0.207000, 0.228000
32.7500, 15.6857, 9999.00, 375.214, 18.0700, 13.4700, 8.80002, 6.52002, 0.202000, 0.209000, 0.228000
32.7917, 15.0826, 9999.00, 367.010, 16.4600, 14.0700, 9.86002, 6.53000, 0.208000, 0.213000, 0.228000
32.8333, 14.9377, 9999.00, 365.980, 16.2700, 14.2000, 10.8100, 6.54001, 0.208000, 0.213000, 0.228000
32.8750, 14.0315, 9999.00, 356.846, 14.4400, 13.8300, 11.3600, 6.55002, 0.207000, 0.213000, 0.228000
32.9167, 12.6596, 9999.00, 347.804, 12.6100, 13.1600, 11.5200, 6.56000, 0.207000, 0.213000, 0.228000
32.9583, 11.9393, 9999.00, 344.184, 11.8700, 12.1600, 11.6200, 6.57001, 0.206000, 0.213000, 0.228000
33.0000, 11.4442, 9999.00, 341.914, 11.3800, 11.5800, 11.3700, 6.58002, 0.210000, 0.213000, 0.228000
33.0417, 11.2485, 9999.00, 340.272, 11.0600, 11.2600, 11.1400, 6.60001, 0.225000, 0.213000, 0.228000
33.0833, 11.0464, 9999.00, 338.824, 10.7300, 10.9800, 10.9000, 6.61002, 0.230000, 0.213000, 0.228000
33.1250, 10.7145, 9999.00, 338.086, 10.5800, 10.7200, 10.6100, 6.62000, 0.230000, 0.214000, 0.228000
33.1667, 10.8752, 9999.00, 338.724, 10.7300, 10.7100, 10.5200, 6.63000, 0.231000, 0.215000, 0.228000
33.2083, 10.7732, 9999.00, 338.865, 10.7500, 10.7700, 10.5200, 6.64001, 0.231000, 0.215000, 0.228000
33.2500, 8.06299, 9999.00, 329.823, 8.83002, 9.86002, 9.98001, 6.64999, 0.294000, 0.218000, 0.228000
33.2917, 3.27072, 9999.00, 308.329, 4.13000, 6.55002, 8.39999, 6.66000, 0.327000, 0.246000, 0.228000
33.3333, 2.05746, 9999.00, 301.502, 2.57001, 4.58002, 6.78000, 6.67001, 0.333000, 0.285000, 0.228000
33.3750, 1.29099, 9999.00, 298.004, 1.79001, 3.74002, 5.88000, 6.69000, 0.327000, 0.310000, 0.228000
33.4167, -0.203278, 9999.00, 292.226, 0.440002, 2.79001, 5.11002, 6.70001, 0.327000, 0.319000, 0.228000
33.4583, -0.959503, 9999.00, 289.334, -0.290009, 2.13000, 4.62000, 6.70999, 0.328000, 0.322000, 0.228000
33.5000, -1.87521, 9999.00, 304.211, -0.739990, 1.75000, 4.17999, 6.72000, 0.325000, 0.320000, 0.228000
33.5417, -3.51334, 9999.00, 297.099, -1.19998, 1.42001, 3.67001, 6.73001, 0.323000, 0.318000, 0.228000
33.5833, -4.31622, 9999.00, 294.077, -1.16998, 1.20999, 3.20999, 6.74002, 0.318000, 0.315000, 0.228000
33.6250, -4.99063, 9999.00, 290.664, -2.04999, 0.730011, 2.69000, 6.75000, 0.318000, 0.313000, 0.228000
33.6667, -5.80264, 9999.00, 286.350, -3.57999, 1.02002, 2.38000, 6.76001, 0.313000, 0.310000, 0.228000
33.7083, -6.17303, 9999.00, 287.692, -3.17999, 0.760010, 2.17001, 6.77002, 0.309000, 0.307000, 0.228000
33.7500, -6.31277, 9999.00, 286.990, -3.16998, 0.790009, 2.07001, 6.78000, 0.305000, 0.304000, 0.228000
33.7917, -6.30566, 9999.00, 289.044, -2.94998, 0.649994, 1.89001, 6.80002, 0.302000, 0.300000, 0.228000
33.8333, -6.61432, 9999.00, 285.886, -3.19998, 0.470001, 1.72000, 6.80002, 0.299000, 0.298000, 0.228000
33.8750, -7.01028, 9999.00, 283.267, -3.47998, 0.330017, 1.62000, 6.81000, 0.297000, 0.295000, 0.228000
33.9167, -7.12982, 9999.00, 281.039, -3.72000, 0.100006, 1.49002, 6.82001, 0.294000, 0.293000, 0.228000
33.9583, -7.25497, 9999.00, 279.645, -3.89999, 0.0500183, 1.49002, 6.82001, 0.292000, 0.291000, 0.228000
34.0000, -7.22507, 9999.00, 279.608, -3.94000, -0.149994, 1.38000, 6.83002, 0.290000, 0.289000, 0.228000
34.0417, -7.73056, 9999.00, 277.729, -4.17999, -0.500000, 1.14999, 6.83002, 0.289000, 0.287000, 0.228000
34.0833, -7.98245, 9999.00, 276.752, -4.35999, -0.889984, 0.850006, 6.84000, 0.287000, 0.286000, 0.228000
34.1250, -8.43872, 9999.00, 274.378, -4.98999, -2.54001, 0.959991, 6.84000, 0.287000, 0.284000, 0.228000
34.1667, -8.57013, 9999.00, 274.057, -5.48999, -3.44000, 0.920013, 6.85001, 0.286000, 0.283000, 0.228000
34.2083, -8.42050, 9999.00, 273.930, -5.69998, -3.81000, 0.869995, 6.85001, 0.286000, 0.282000, 0.228000
34.2500, -8.78265, 9999.00, 272.372, -5.60001, -3.97000, 0.750000, 6.86002, 0.285000, 0.281000, 0.228000
34.2917, -9.10434, 9999.00, 270.859, -6.00000, -4.53000, 0.529999, 6.87000, 0.285000, 0.280000, 0.228000
34.3333, -9.57205, 9999.00, 269.124, -6.04999, -4.69998, 0.220001, 6.87000, 0.284000, 0.279000, 0.228000
34.3750, -9.87283, 9999.00, 267.385, -5.97998, -4.73999, -0.130005, 6.88000, 0.284000, 0.278000, 0.228000
34.4167, -10.0555, 9999.00, 266.743, -5.85001, -4.64999, -0.380005, 6.88000, 0.284000, 0.277000, 0.228000
34.4583, -10.0059, 9999.00, 267.309, -5.69000, -4.59000, -0.630005, 6.89001, 0.283000, 0.276000, 0.228000
34.5000, -10.1571, 9999.00, 266.661, -5.53000, -4.50998, -0.829987, 6.89001, 0.283000, 0.276000, 0.228000
34.5417, -10.0845, 9999.00, 266.809, -5.38000, -4.41000, -0.970001, 6.89001, 0.283000, 0.275000, 0.228000
34.5833, -10.1505, 9999.00, 267.743, -5.26999, -4.28000, -1.07001, 6.89001, 0.283000, 0.274000, 0.228000
34.6250, -9.76419, 9999.00, 272.620, -5.04999, -4.14999, -1.13998, 6.89001, 0.282000, 0.274000, 0.228000
34.6667, -9.53412, 9999.00, 275.869, -4.88998, -4.09000, -1.29999, 6.89001, 0.282000, 0.274000, 0.228000
34.7083, -8.84006, 9999.00, 282.392, -4.63000, -3.94998, -1.41998, 6.89001, 0.282000, 0.273000, 0.228000
34.7500, 20218.1, 9999.00, 20491.3, 9725.85, 9725.85, 9725.85, 9725.85, 9999.00, 9999.00, 9999.00
34.7917, -8.57236, 9999.00, 283.999, -4.03000, -3.50000, -1.48999, 6.88000, 0.281000, 0.272000, 0.228000
34.8333, -8.80807, 9999.00, 280.778, -3.82001, -3.28000, -1.42999, 6.87000, 0.281000, 0.272000, 0.228000
34.8750, -8.54050, 9999.00, 280.032, -3.60001, -3.04999, -1.31000, 6.87000, 0.281000, 0.272000, 0.228000
34.9167, -8.59479, 9999.00, 276.290, -3.42999, -2.87000, -1.16998, 6.86002, 0.280000, 0.271000, 0.228000
34.9583, -8.70139, 9999.00, 273.237, -3.17999, -2.59000, -0.910004, 6.86002, 0.280000, 0.271000, 0.228000
35.0000, -8.89682, 9999.00, 270.782, -3.10001, -2.42999, -0.699982, 6.85001, 0.279000, 0.271000, 0.228000
35.0417, -9.99536, 9999.00, 264.778, -3.00998, -2.28000, -0.459991, 6.84000, 0.279000, 0.271000, 0.228000
35.0833, -10.0177, 9999.00, 264.411, -2.89999, -2.13000, -0.190002, 6.83002, 0.278000, 0.270000, 0.228000
35.1250, -9.99991, 9999.00, 264.676, -2.73999, -1.94998, 0.130005, 6.82001, 0.278000, 0.270000, 0.228000
35.1667, -9.88687, 9999.00, 265.383, -2.51999, -1.73999, 0.520020, 6.81000, 0.277000, 0.270000, 0.228000
35.2083, -9.36243, 9999.00, 268.119, -2.47000, -1.72998, 0.779999, 6.80002, 0.276000, 0.270000, 0.228000
35.2500, -8.71732, 9999.00, 271.648, -2.37000, -1.70999, 1.07001, 6.79001, 0.275000, 0.270000, 0.228000
35.2917, -9.54593, 9999.00, 268.377, -2.39999, -1.73999, 1.33002, 6.78000, 0.273000, 0.270000, 0.228000
35.3333, -10.2470, 9999.00, 264.728, -2.53000, -1.87000, 1.53000, 6.76001, 0.272000, 0.270000, 0.228000
35.3750, -10.8205, 9999.00, 262.200, -2.35999, -0.339996, 1.10001, 6.75000, 0.272000, 0.270000, 0.228000
35.4167, -11.1504, 9999.00, 260.919, -2.17999, 0.290009, 1.11002, 6.74002, 0.271000, 0.270000, 0.228000
35.4583, -11.8672, 9999.00, 257.273, -2.10001, 0.860016, 1.35001, 6.73001, 0.271000, 0.270000, 0.228000
35.5000, -12.7805, 9999.00, 252.744, -1.34000, 0.540009, 1.50000, 6.72000, 0.271000, 0.270000, 0.228000
35.5417, -13.3394, 9999.00, 248.071, 0.00000, 0.770020, 1.76001, 6.70999, 0.271000, 0.270000, 0.228000
35.5833, -12.5603, 9999.00, 252.860, 0.00000, 0.809998, 1.86002, 6.70001, 0.270000, 0.269000, 0.228000
35.6250, -10.6635, 9999.00, 268.248, 0.00000, 0.770020, 1.81000, 6.69000, 0.270000, 0.269000, 0.228000
35.6667, -9.03229, 9999.00, 283.514, 0.00000, 0.649994, 1.60001, 6.67999, 0.269000, 0.269000, 0.228000
35.7083, -7.28830, 9999.00, 296.658, 0.00000, 0.630005, 1.51001, 6.67001, 0.269000, 0.269000, 0.228000
35.7500, -5.45221, 9999.00, 307.864, 0.00000, 0.589996, 1.42999, 6.64999, 0.270000, 0.268000, 0.228000
35.7917, -4.12741, 9999.00, 307.834, 0.00000, 0.660004, 1.54001, 6.64001, 0.273000, 0.269000, 0.228000
35.8333, -3.01251, 9999.00, 310.386, 0.00000, 0.679993, 1.59000, 6.63000, 0.276000, 0.270000, 0.228000
35.8750, -1.96765, 9999.00, 305.586, 0.00000, 0.670013, 1.59000, 6.63000, 0.278000, 0.271000, 0.228000
35.9167, -1.82120, 9999.00, 297.656, 0.00000, 0.679993, 1.60001, 6.62000, 0.277000, 0.272000, 0.228000
35.9583, -3.56125, 9999.00, 284.984, 0.00000, 0.720001, 1.67999, 6.62000, 0.275000, 0.273000, 0.228000
36.0000, -5.74335, 9999.00, 271.525, 0.00000, 0.890015, 1.99002, 6.61002, 0.274000, 0.273000, 0.228000
36.0417, -7.08224, 9999.00, 262.990, 0.00000, 1.01001, 2.27002, 6.61002, 0.273000, 0.272000, 0.228000
36.0833, -7.57486, 9999.00, 259.181, 0.00000, 1.06000, 2.41000, 6.61002, 0.273000, 0.272000, 0.228000
36.1250, -8.50180, 9999.00, 251.208, 0.00000, 0.990021, 2.32001, 6.61002, 0.272000, 0.271000, 0.228000
36.1667, -8.99081, 9999.00, 251.218, 0.00000, 0.950012, 2.23001, 6.61002, 0.272000, 0.271000, 0.228000
36.2083, -9.54874, 9999.00, 251.674, 0.00000, 0.880005, 2.09000, 6.61002, 0.271000, 0.271000, 0.228000
36.2500, -9.80011, 9999.00, 253.729, 0.00000, 0.850006, 2.03000, 6.61002, 0.271000, 0.270000, 0.228000
36.2917, -10.3104, 9999.00, 252.343, 0.00000, 0.830017, 1.98001, 6.61002, 0.271000, 0.270000, 0.228000
36.3333, -11.1630, 9999.00, 246.418, -0.0599976, 0.800018, 1.92999, 6.61002, 0.270000, 0.270000, 0.228000
36.3750, -12.2759, 9999.00, 237.901, -0.149994, 0.740021, 1.89001, 6.61002, 0.270000, 0.269000, 0.228000
36.4167, -13.1279, 9999.00, 231.098, -1.66998, 0.869995, 1.82001, 6.61002, 0.270000, 0.269000, 0.228000
36.4583, -13.5890, 9999.00, 225.438, -2.94998, 0.350006, 1.23001, 6.61002, 0.269000, 0.269000, 0.228000
36.5000, -15.5379, 9999.00, 221.213, -3.60001, -0.529999, 0.790009, 6.61002, 0.269000, 0.269000, 0.229000
36.5417, -16.1591, 9999.00, 220.955, -3.62000, -0.699982, 0.660004, 6.61002, 0.269000, 0.268000, 0.229000
36.5833, -15.5979, 9999.00, 230.008, -3.85001, -2.07999, 0.779999, 6.61002, 0.269000, 0.268000, 0.229000
36.6250, -11.0828, 9999.00, 267.038, -3.54001, -2.51999, 1.01001, 6.61002, 0.268000, 0.268000, 0.229000
36.6667, -4.88287, 9999.00, 300.500, -3.07999, -2.66000, 0.970001, 6.61002, 0.268000, 0.267000, 0.229000
36.7083, -2.78009, 9999.00, 305.549, 0.0700073, -1.91000, 0.860016, 6.61002, 0.268000, 0.267000, 0.229000
36.7500, -1.48212, 9999.00, 306.947, 0.170013, -0.320007, 0.649994, 6.61002, 0.269000, 0.267000, 0.229000
36.7917, 0.383118, 9999.00, 316.924, 0.970001, 0.940002, 0.959991, 6.61002, 0.276000, 0.268000, 0.229000
36.8333, 1.05017, 9999.00, 315.617, 1.05002, 1.39001, 1.42999, 6.61002, 0.281000, 0.270000, 0.229000
36.8750, 1.66202, 9999.00, 312.409, 0.929993, 1.60001, 1.89999, 6.61002, 0.284000, 0.273000, 0.229000
36.9167, 1.32819, 9999.00, 306.829, 0.540009, 1.60001, 2.31000, 6.61002, 0.284000, 0.275000, 0.229000
36.9583, 0.343506, 9999.00, 300.085, -0.119995, 1.38000, 2.63000, 6.61002, 0.280000, 0.277000, 0.229000
37.0000, -0.770782, 9999.00, 293.492, -1.60999, 0.899994, 2.95001, 6.61002, 0.280000, 0.277000, 0.229000
37.0417, -1.49686, 9999.00, 289.528, -2.59000, 1.38000, 3.06000, 6.61002, 0.278000, 0.277000, 0.229000
37.0833, -2.69037, 9999.00, 285.035, -3.64999, 1.67999, 3.02002, 6.61002, 0.277000, 0.276000, 0.229000
37.1250, -3.58862, 9999.00, 281.596, -4.45999, 1.77002, 3.17999, 6.61002, 0.276000, 0.276000, 0.229000
37.1667, -3.72513, 9999.00, 280.847, -4.63000, 1.42001, 3.20999, 6.61002, 0.276000, 0.275000, 0.229000
37.2083, -3.96524, 9999.00, 279.645, -4.88998, 0.890015, 3.10001, 6.61002, 0.275000, 0.274000, 0.229000
37.2500, -3.91473, 9999.00, 279.807, -4.82999, 0.330017, 2.84000, 6.61002, 0.275000, 0.274000, 0.229000
37.2917, -4.08688, 9999.00, 279.368, -4.94998, -0.190002, 2.48001, 6.61002, 0.274000, 0.273000, 0.229000
37.3333, -4.40536, 9999.00, 278.234, -5.19998, -0.919983, 1.98001, 6.61002, 0.273000, 0.273000, 0.229000
37.3750, -4.94089, 9999.00, 275.955, -5.78000, -2.75998, 1.56000, 6.61002, 0.273000, 0.272000, 0.229000
37.4167, -5.36838, 9999.00, 273.422, -6.42999, -4.56000, 1.30002, 6.61002, 0.273000, 0.272000, 0.229000
37.4583, -5.83786, 9999.00, 271.169, -6.98999, -5.29001, 0.510010, 6.61002, 0.273000, 0.271000, 0.229000
37.5000, -6.16916, 9999.00, 270.053, -7.25000, -5.51999, -0.130005, 6.61002, 0.273000, 0.271000, 0.229000
37.5417, -6.50565, 9999.00, 269.765, -7.32999, -5.42999, -0.619995, 6.61002, 0.273000, 0.270000, 0.229000
37.5833, -5.68155, 9999.00, 274.633, -6.20999, -5.48999, -1.29999, 6.61002, 0.273000, 0.270000, 0.229000
37.6250, -2.54477, 9999.00, 291.014, -2.34000, -3.87000, -1.44998, 6.61002, 0.273000, 0.270000, 0.229000
37.6667, -1.14536, 9999.00, 300.968, -0.00997925, -2.48999, -1.32001, 6.61002, 0.273000, 0.269000, 0.230000
37.7083, 0.410187, 9999.00, 306.457, 0.589996, -1.17999, -0.889984, 6.61002, 0.273000, 0.269000, 0.230000
37.7500, 2.45587, 9999.00, 316.219, 1.89999, 1.10001, -0.0299988, 6.61002, 0.279000, 0.270000, 0.230000
37.7917, 3.62277, 9999.00, 317.253, 2.32001, 1.91000, 1.00000, 6.60001, 0.282000, 0.272000, 0.230000
37.8333, 4.46289, 9999.00, 317.632, 2.72000, 2.52002, 1.75000, 6.60001, 0.284000, 0.275000, 0.230000
37.8750, 4.56583, 9999.00, 316.748, 2.99002, 2.98001, 2.37000, 6.59000, 0.286000, 0.277000, 0.230000
37.9167, 4.27811, 9999.00, 314.239, 2.95001, 3.36002, 2.99002, 6.59000, 0.287000, 0.279000, 0.230000
37.9583, 2.90442, 9999.00, 305.191, 1.76001, 3.39999, 3.70001, 6.58002, 0.287000, 0.281000, 0.230000
38.0000, 1.57803, 9999.00, 297.236, 0.470001, 2.64999, 4.06000, 6.57001, 0.285000, 0.281000, 0.230000
38.0417, 1.28262, 9999.00, 295.485, 0.220001, 2.23001, 4.10001, 6.57001, 0.284000, 0.281000, 0.230000
38.0833, 0.885651, 9999.00, 293.977, -0.0499878, 1.81000, 3.82001, 6.56000, 0.282000, 0.281000, 0.230000
38.1250, 0.367096, 9999.00, 292.929, -0.250000, 1.44000, 3.45001, 6.56000, 0.281000, 0.280000, 0.230000
38.1667, -0.0150757, 9999.00, 292.569, -0.299988, 1.45001, 2.87000, 6.55002, 0.280000, 0.279000, 0.230000
38.2083, -0.959259, 9999.00, 287.322, -1.29001, 1.39001, 2.42999, 6.55002, 0.279000, 0.279000, 0.230000
38.2500, -1.06375, 9999.00, 287.806, -1.17999, 1.17001, 2.03000, 6.54001, 0.279000, 0.278000, 0.230000
38.2917, -0.758026, 9999.00, 288.812, -1.01999, 0.670013, 1.54001, 6.54001, 0.278000, 0.277000, 0.230000
38.3333, -0.834076, 9999.00, 288.941, -0.989990, 0.610016, 1.38000, 6.53000, 0.277000, 0.277000, 0.230000
38.3750, -1.13693, 9999.00, 288.582, -1.07999, 0.550018, 1.29001, 6.53000, 0.276000, 0.276000, 0.230000
38.4167, -1.15652, 9999.00, 288.749, -1.07001, 0.399994, 1.14999, 6.52002, 0.276000, 0.276000, 0.230000
38.4583, -2.20474, 9999.00, 283.223, -2.47000, 0.240021, 0.839996, 6.51001, 0.275000, 0.275000, 0.230000
38.5000, -3.07370, 9999.00, 278.701, -3.54999, -1.51999, 0.540009, 6.51001, 0.275000, 0.274000, 0.230000
38.5417, -3.50107, 9999.00, 275.660, -4.29999, -2.67999, 0.350006, 6.50000, 0.275000, 0.274000, 0.231000
38.5833, -3.31696, 9999.00, 278.419, -3.72998, -3.29001, 0.0299988, 6.50000, 0.275000, 0.273000, 0.231000
38.6250, -1.38745, 9999.00, 289.465, -1.23999, -2.60999, -0.179993, 6.49002, 0.275000, 0.273000, 0.231000
38.6667, 0.282654, 9999.00, 296.215, 0.290009, -1.60001, -0.0700073, 6.49002, 0.274000, 0.273000, 0.231000
38.7083, 1.46231, 9999.00, 308.497, 2.82001, -0.509979, 0.220001, 6.48001, 0.274000, 0.272000, 0.231000
38.7500, 3.17447, 9999.00, 319.613, 5.44000, 2.80002, 0.890015, 6.48001, 0.275000, 0.273000, 0.231000
38.7917, 4.77182, 9999.00, 323.659, 7.14999, 4.64001, 2.04001, 6.47000, 0.274000, 0.273000, 0.231000
38.8333, 5.59155, 9999.00, 323.938, 7.57001, 5.64001, 3.11002, 6.45999, 0.271000, 0.272000, 0.231000
38.8750, 6.11652, 9999.00, 320.748, 6.87000, 5.83002, 3.92999, 6.45999, 0.259000, 0.266000, 0.231000
38.9167, 5.52368, 9999.00, 314.222, 5.45001, 5.47000, 4.49002, 6.45001, 0.252000, 0.261000, 0.231000
38.9583, 4.05020, 9999.00, 306.112, 3.62000, 4.77002, 4.84000, 6.45001, 0.251000, 0.260000, 0.231000
39.0000, 2.49365, 9999.00, 297.657, 1.69000, 3.59000, 4.86002, 6.44000, 0.252000, 0.259000, 0.231000
39.0417, 0.985992, 9999.00, 291.364, -0.199982, 1.45999, 4.01001, 6.44000, 0.253000, 0.258000, 0.231000
39.0833, 1.07196, 9999.00, 292.472, 0.0800171, 1.63000, 3.56000, 6.42999, 0.254000, 0.258000, 0.231000
39.1250, 0.665314, 9999.00, 291.118, -0.199982, 1.27002, 3.08002, 6.42999, 0.254000, 0.258000, 0.231000
39.1667, 0.519684, 9999.00, 290.867, -0.269989, 1.04001, 2.70999, 6.42001, 0.255000, 0.258000, 0.231000
39.2083, 0.325226, 9999.00, 290.576, -0.309998, 0.920013, 2.35001, 6.42001, 0.255000, 0.258000, 0.231000
39.2500, 0.375824, 9999.00, 290.524, -0.320007, 0.850006, 2.12000, 6.41000, 0.256000, 0.257000, 0.231000
39.2917, 0.520172, 9999.00, 290.482, -0.329987, 0.809998, 2.04001, 6.41000, 0.256000, 0.257000, 0.231000
39.3333, 0.371826, 9999.00, 290.428, -0.339996, 0.790009, 1.92999, 6.41000, 0.256000, 0.257000, 0.232000
39.3750, 0.301025, 9999.00, 290.258, -0.359985, 0.750000, 1.83002, 6.41000, 0.256000, 0.257000, 0.232000
39.4167, 0.294281, 9999.00, 290.310, -0.350006, 0.709991, 1.67999, 6.41000, 0.256000, 0.257000, 0.232000
39.4583, 0.256500, 9999.00, 290.192, -0.359985, 0.690002, 1.63000, 6.41000, 0.256000, 0.257000, 0.232000
39.5000, 0.170624, 9999.00, 290.156, -0.369995, 0.690002, 1.60001, 6.41000, 0.256000, 0.257000, 0.232000
39.5417, 0.268982, 9999.00, 290.182, -0.350006, 0.660004, 1.58002, 6.41000, 0.256000, 0.257000, 0.232000
39.5833, 1.20901, 9999.00, 294.589, 0.630005, 0.679993, 1.48001, 6.41000, 0.256000, 0.257000, 0.232000
39.6250, 4.08041, 9999.00, 308.387, 3.79001, 2.04001, 1.64001, 6.41000, 0.256000, 0.257000, 0.232000
39.6667, 6.75735, 9999.00, 321.559, 7.06000, 4.11002, 2.19000, 6.41000, 0.255000, 0.257000, 0.232000
39.7083, 9.01230, 9999.00, 334.350, 9.81000, 6.19000, 3.13000, 6.41000, 0.253000, 0.257000, 0.232000
39.7500, 10.9709, 9999.00, 344.563, 11.9300, 8.14999, 4.33002, 6.41000, 0.239000, 0.250000, 0.232000
39.7917, 11.7987, 9999.00, 349.499, 12.9600, 9.56000, 5.60001, 6.41000, 0.224000, 0.241000, 0.232000
39.8333, 12.7889, 9999.00, 355.866, 14.2600, 10.7600, 6.86002, 6.41000, 0.209000, 0.233000, 0.232000
39.8750, 13.4827, 9999.00, 358.920, 14.8600, 11.9400, 8.14999, 6.41000, 0.201000, 0.228000, 0.232000
39.9167, 13.7531, 9999.00, 355.015, 14.0700, 12.3900, 9.29001, 6.41000, 0.197000, 0.225000, 0.232000
39.9583, 12.0729, 9999.00, 342.893, 11.6000, 11.7600, 9.98001, 6.41000, 0.198000, 0.226000, 0.232000
40.0000, 9.31989, 9999.00, 327.876, 8.42999, 10.0700, 10.1000, 6.41000, 0.199000, 0.226000, 0.232000
40.0417, 8.31534, 9999.00, 323.177, 7.41000, 8.92001, 9.80002, 6.41000, 0.200000, 0.226000, 0.232000
40.0833, 8.02200, 9999.00, 321.689, 7.07001, 8.25000, 9.31000, 6.41000, 0.201000, 0.226000, 0.233000
40.1250, 7.27444, 9999.00, 318.510, 6.39999, 7.84000, 8.89999, 6.41000, 0.202000, 0.226000, 0.233000
40.1667, 6.32681, 9999.00, 310.268, 4.56000, 6.83002, 8.41000, 6.41000, 0.203000, 0.226000, 0.233000
40.2083, 6.16946, 9999.00, 313.337, 5.24002, 6.52002, 7.91000, 6.41000, 0.203000, 0.226000, 0.233000
40.2500, 5.78043, 9999.00, 312.260, 5.02002, 6.08002, 7.56000, 6.41000, 0.204000, 0.226000, 0.233000
40.2917, 5.76953, 9999.00, 310.585, 4.63000, 5.81000, 7.04001, 6.41000, 0.205000, 0.226000, 0.233000
40.3333, 4.06247, 9999.00, 303.284, 3.00000, 4.85001, 6.44000, 6.41000, 0.206000, 0.226000, 0.233000
40.3750, 3.33588, 9999.00, 299.817, 2.19000, 3.95001, 5.82001, 6.41000, 0.206000, 0.226000, 0.233000
40.4167, 2.61264, 9999.00, 296.240, 1.37000, 3.09000, 5.20001, 6.41000, 0.207000, 0.226000, 0.233000
40.4583, 1.89380, 9999.00, 293.572, 0.730011, 2.45999, 4.45999, 6.41000, 0.207000, 0.226000, 0.233000
40.5000, 1.12500, 9999.00, 290.616, 0.0700073, 1.63000, 3.88000, 6.41000, 0.207000, 0.226000, 0.233000
40.5417, 0.911285, 9999.00, 289.486, -0.199982, 1.44000, 3.47000, 6.41000, 0.208000, 0.226000, 0.233000
40.5833, 1.79617, 9999.00, 296.007, 1.30002, 1.47000, 3.06000, 6.41000, 0.208000, 0.226000, 0.233000
40.6250, 6.04739, 9999.00, 316.444, 5.92999, 3.60001, 3.23001, 6.41000, 0.208000, 0.226000, 0.233000
40.6667, 8.30637, 9999.00, 330.146, 8.89999, 5.69000, 3.70001, 6.42001, 0.212000, 0.228000, 0.233000
40.7083, 10.4064, 9999.00, 344.757, 11.9800, 7.64001, 4.30002, 6.42001, 0.212000, 0.228000, 0.233000
40.7500, 12.1939, 9999.00, 357.742, 14.6300, 9.86002, 5.39001, 6.42001, 0.212000, 0.228000, 0.233000
40.7917, 13.2241, 9999.00, 363.222, 15.7300, 11.5100, 6.69000, 6.42001, 0.212000, 0.228000, 0.233000
40.8333, 13.1049, 9999.00, 362.104, 15.4900, 12.1900, 7.89001, 6.42001, 0.215000, 0.229000, 0.233000
