Decimal Day of Year in 2022 (UTC), HRRR Air Temp (*C), HRRR Precip (mm), Incoming Shortwave (W/m^2), Surface Temp (*C), HRRR 4 cm Soil Temp (*C), HRRR 10 cm Soil Temp (*C), HRRR 100 cm Soil Temp (*C), HRRR 4 cm Soil Water (m^3 m^-3), HRRR 10 cm Soil Water (m^3 m^-3), HRRR 100 cm Soil Water (m^3 m^-3)
3.08333, -8.32715, 9999.00, 256.282, -8.41000, -6.25000, -2.54001, 11.3500, 0.279000, 0.272000, 0.224000
3.12500, -9.00534, 9999.00, 253.921, -9.00998, -6.69000, -2.89999, 11.3300, 0.279000, 0.271000, 0.224000
3.16667, -9.72327, 9999.00, 251.194, -9.70999, -7.34000, -3.85001, 11.3200, 0.279000, 0.271000, 0.224000
3.20833, -10.2046, 9999.00, 249.237, -10.2200, -7.97000, -4.72998, 11.3000, 0.278000, 0.271000, 0.224000
3.25000, -10.9596, 9999.00, 246.670, -10.9200, -8.67999, -5.60999, 11.2800, 0.278000, 0.271000, 0.224000
3.29167, -11.6476, 9999.00, 244.188, -11.5800, -9.42999, -6.44000, 11.2500, 0.278000, 0.271000, 0.224000
3.33333, -11.9806, 9999.00, 243.003, -11.9000, -9.91998, -7.07999, 11.2300, 0.278000, 0.271000, 0.224000
3.37500, -12.1185, 9999.00, 242.397, -12.0500, -10.2000, -7.57001, 11.2100, 0.278000, 0.271000, 0.224000
3.41667, -12.4303, 9999.00, 240.938, -12.4500, -10.6000, -8.03000, 11.1900, 0.278000, 0.271000, 0.224000
3.45833, -12.6784, 9999.00, 239.850, -12.7400, -10.9400, -8.41998, 11.1700, 0.278000, 0.271000, 0.224000
3.50000, -12.7112, 9999.00, 238.790, -13.0300, -11.2600, -8.76999, 11.1400, 0.278000, 0.271000, 0.224000
3.54167, -12.8194, 9999.00, 238.062, -13.2500, -11.5300, -9.07001, 11.1200, 0.278000, 0.271000, 0.224000
3.58333, -12.5097, 9999.00, 240.350, -12.6000, -11.6700, -9.32999, 11.0900, 0.278000, 0.271000, 0.224000
3.62500, -10.1750, 9999.00, 253.962, -9.00998, -10.0900, -9.23999, 11.0600, 0.278000, 0.271000, 0.224000
3.66667, -7.47220, 9999.00, 268.122, -5.38000, -7.82001, -8.50998, 11.0200, 0.277000, 0.271000, 0.224000
3.70833, -5.17490, 9999.00, 279.246, -2.66000, -5.89999, -7.50998, 10.9900, 0.277000, 0.271000, 0.224000
3.75000, -2.60245, 9999.00, 296.543, 1.42001, -3.98999, -6.37000, 10.9600, 0.276000, 0.271000, 0.224000
3.79167, -0.358612, 9999.00, 305.561, 3.50000, -3.84000, -5.44000, 10.9200, 0.271000, 0.271000, 0.224000
3.83333, 0.728302, 9999.00, 301.492, 2.57001, -0.0599976, -4.57001, 10.8900, 0.262000, 0.270000, 0.225000
3.87500, 1.31351, 9999.00, 301.218, 2.52002, 1.48001, -3.85001, 10.8600, 0.255000, 0.267000, 0.225000
3.91667, 1.03000, 9999.00, 294.781, 1.03000, 1.54001, -3.00998, 10.8200, 0.254000, 0.267000, 0.225000
3.95833, -0.0614624, 9999.00, 288.788, -0.380005, 0.649994, -2.04001, 10.7900, 0.254000, 0.266000, 0.225000
4.00000, -0.213562, 9999.00, 288.414, -0.459991, 0.270020, -1.32999, 10.7700, 0.254000, 0.265000, 0.225000
4.04167, -0.535919, 9999.00, 287.502, -0.690002, 0.0500183, -0.919983, 10.7400, 0.255000, 0.264000, 0.225000
4.08333, -1.75150, 9999.00, 282.029, -1.97998, -0.380005, -0.709991, 10.7100, 0.255000, 0.264000, 0.225000
4.12500, -2.83176, 9999.00, 277.076, -3.19998, -1.34000, -0.589996, 10.6800, 0.256000, 0.263000, 0.225000
4.16667, -3.65305, 9999.00, 273.433, -4.07001, -2.44000, -0.589996, 10.6600, 0.256000, 0.263000, 0.225000
4.20833, -4.20978, 9999.00, 271.228, -4.60999, -3.07001, -0.549988, 10.6300, 0.256000, 0.263000, 0.225000
4.25000, -4.66174, 9999.00, 269.302, -5.09000, -3.54999, -0.589996, 10.5900, 0.256000, 0.263000, 0.225000
4.29167, -4.90579, 9999.00, 268.227, -5.37000, -3.87000, -0.679993, 10.5600, 0.256000, 0.262000, 0.225000
4.33333, -5.21432, 9999.00, 267.047, -5.66000, -4.10999, -0.799988, 10.5300, 0.256000, 0.262000, 0.225000
4.37500, -5.46875, 9999.00, 265.905, -5.94000, -4.35001, -0.959991, 10.4900, 0.256000, 0.262000, 0.225000
4.41667, -5.41696, 9999.00, 266.327, -5.85001, -4.41000, -1.09000, 10.4600, 0.256000, 0.262000, 0.225000
4.45833, -5.58023, 9999.00, 266.099, -5.91000, -4.42999, -1.22998, 10.4300, 0.256000, 0.262000, 0.225000
4.50000, -5.40933, 9999.00, 266.416, -5.81000, -4.32999, -1.22000, 10.3900, 0.256000, 0.261000, 0.225000
4.54167, -5.35327, 9999.00, 266.433, -5.79999, -4.31000, -1.23999, 10.3600, 0.256000, 0.261000, 0.225000
4.58333, -4.87460, 9999.00, 268.822, -5.22000, -4.22998, -1.22000, 10.3300, 0.256000, 0.261000, 0.225000
4.62500, -2.75229, 9999.00, 278.633, -2.82001, -3.38000, -1.10001, 10.3000, 0.256000, 0.261000, 0.225000
4.66667, -0.748627, 9999.00, 290.864, 0.110016, -2.23999, -0.850006, 10.2700, 0.256000, 0.261000, 0.225000
4.70833, 0.948151, 9999.00, 299.845, 2.20999, 0.300018, -0.309998, 10.2400, 0.250000, 0.259000, 0.225000
4.75000, 2.17395, 9999.00, 306.153, 3.64001, 2.03000, 0.619995, 10.2100, 0.240000, 0.253000, 0.225000
4.79167, 3.24466, 9999.00, 310.946, 4.72000, 3.10001, 1.52002, 10.1900, 0.231000, 0.247000, 0.225000
4.83333, 4.45200, 9999.00, 314.331, 5.48001, 4.10001, 2.55002, 10.1600, 0.218000, 0.240000, 0.225000
4.87500, 5.40997, 9999.00, 315.566, 5.73001, 4.76001, 3.35001, 10.1400, 0.208000, 0.234000, 0.225000
4.91667, 4.46014, 9999.00, 309.001, 4.28000, 4.49002, 3.82001, 10.1200, 0.209000, 0.233000, 0.225000
4.95833, 2.74295, 9999.00, 300.072, 2.24002, 3.58002, 3.99002, 10.1000, 0.210000, 0.233000, 0.226000
5.00000, 2.45511, 9999.00, 298.375, 1.86002, 3.11002, 4.14999, 10.0800, 0.211000, 0.233000, 0.226000
5.04167, 2.17490, 9999.00, 296.924, 1.52002, 2.89001, 4.16000, 10.0500, 0.212000, 0.233000, 0.226000
5.08333, 2.41257, 9999.00, 297.670, 1.69000, 2.87000, 4.07001, 10.0300, 0.212000, 0.232000, 0.226000
5.12500, 2.55869, 9999.00, 298.209, 1.82001, 2.87000, 4.03000, 10.0200, 0.213000, 0.232000, 0.226000
5.16667, 2.42044, 9999.00, 297.104, 1.57001, 2.64999, 3.88000, 10.0000, 0.213000, 0.232000, 0.226000
5.20833, 2.12469, 9999.00, 295.439, 1.20001, 2.30002, 3.58002, 9.98001, 0.213000, 0.232000, 0.226000
5.25000, 1.82733, 9999.00, 293.946, 0.830017, 2.01001, 3.34000, 9.97000, 0.213000, 0.232000, 0.226000
5.29167, 2.87299, 9999.00, 297.364, 1.62000, 2.11002, 3.17999, 9.95001, 0.213000, 0.231000, 0.226000
5.33333, 2.68539, 9999.00, 297.040, 1.54001, 2.20999, 3.11002, 9.92999, 0.213000, 0.231000, 0.226000
5.37500, 1.85989, 9999.00, 294.128, 0.869995, 1.98001, 3.07001, 9.92001, 0.213000, 0.231000, 0.226000
5.41667, 0.887787, 9999.00, 291.108, 0.179993, 1.67001, 3.12000, 9.89999, 0.213000, 0.231000, 0.226000
5.45833, -0.190094, 9999.00, 287.662, -0.639984, 1.35001, 3.14999, 9.89001, 0.213000, 0.231000, 0.226000
5.50000, -1.22330, 9999.00, 286.227, -0.989990, 1.09000, 2.89999, 9.88000, 0.214000, 0.230000, 0.226000
5.54167, -2.55484, 9999.00, 284.388, -1.42999, 1.23001, 2.70999, 9.86002, 0.214000, 0.230000, 0.226000
5.58333, -2.98428, 9999.00, 284.311, -1.44998, 1.24002, 2.57001, 9.85001, 0.214000, 0.230000, 0.226000
5.62500, -2.84720, 9999.00, 286.960, -0.820007, 0.899994, 2.37000, 9.84000, 0.214000, 0.230000, 0.226000
5.66667, -2.36636, 9999.00, 290.437, 0.0100098, 0.640015, 2.11002, 9.83002, 0.214000, 0.230000, 0.226000
5.70833, -0.816345, 9999.00, 300.092, 2.26001, 1.57001, 2.02002, 9.82001, 0.213000, 0.229000, 0.226000
5.75000, 0.0655823, 9999.00, 303.654, 3.07001, 2.42001, 2.27002, 9.82001, 0.213000, 0.229000, 0.226000
5.79167, 0.933014, 9999.00, 307.433, 3.92001, 3.20001, 2.67001, 9.81000, 0.211000, 0.228000, 0.226000
5.83333, 1.31503, 9999.00, 307.728, 3.99002, 3.64001, 3.16000, 9.80002, 0.211000, 0.228000, 0.226000
5.87500, 1.54501, 9999.00, 304.607, 3.28000, 3.67999, 3.55002, 9.80002, 0.211000, 0.228000, 0.226000
5.91667, 0.926392, 9999.00, 295.628, 1.24002, 2.84000, 3.70001, 9.79001, 0.211000, 0.227000, 0.226000
5.95833, -0.615509, 9999.00, 287.208, -0.750000, 1.50000, 3.41000, 9.79001, 0.211000, 0.227000, 0.226000
6.00000, -1.05026, 9999.00, 285.749, -1.10001, 0.740021, 3.00000, 9.78000, 0.211000, 0.227000, 0.226000
6.04167, -1.80368, 9999.00, 284.898, -1.31000, 0.679993, 2.62000, 9.78000, 0.211000, 0.227000, 0.226000
6.08333, -2.61948, 9999.00, 284.223, -1.45999, 0.740021, 2.41000, 9.77002, 0.210000, 0.227000, 0.227000
6.12500, -2.91888, 9999.00, 283.127, -1.72000, 0.779999, 2.28000, 9.77002, 0.210000, 0.227000, 0.227000
6.16667, -3.45367, 9999.00, 282.504, -1.88000, 0.830017, 2.17001, 9.76001, 0.210000, 0.226000, 0.227000
6.20833, -4.30661, 9999.00, 280.394, -2.38000, 0.740021, 2.05002, 9.75000, 0.210000, 0.226000, 0.227000
6.25000, -5.28217, 9999.00, 278.819, -2.75998, 0.450012, 1.97000, 9.75000, 0.210000, 0.226000, 0.227000
6.29167, -6.37918, 9999.00, 268.782, -5.22998, 0.410004, 1.81000, 9.74002, 0.211000, 0.226000, 0.227000
6.33333, -6.86566, 9999.00, 267.894, -5.45999, -1.25000, 1.53000, 9.74002, 0.212000, 0.226000, 0.227000
6.37500, -6.96732, 9999.00, 266.487, -5.81000, -1.25000, 1.05002, 9.73001, 0.213000, 0.226000, 0.227000
6.41667, -7.02652, 9999.00, 264.371, -6.32999, -2.79001, 1.05002, 9.73001, 0.214000, 0.226000, 0.227000
6.45833, -7.71420, 9999.00, 262.422, -6.84000, -4.17999, 1.06000, 9.72000, 0.214000, 0.226000, 0.227000
6.50000, -8.73331, 9999.00, 272.229, -8.03000, -5.19998, 0.809998, 9.72000, 0.214000, 0.227000, 0.227000
6.54167, -8.60907, 9999.00, 272.593, -7.84000, -5.66998, 0.619995, 9.70999, 0.214000, 0.227000, 0.227000
6.58333, -9.53159, 9999.00, 269.182, -8.26999, -5.98999, 0.270020, 9.70001, 0.214000, 0.227000, 0.227000
6.62500, -9.37808, 9999.00, 271.958, -7.44000, -4.59000, -0.669983, 9.69000, 0.214000, 0.227000, 0.227000
6.66667, -9.46588, 9999.00, 272.985, -7.32001, -5.37000, -0.779999, 9.67999, 0.214000, 0.228000, 0.227000
6.70833, -8.79010, 9999.00, 276.996, -6.50000, -4.29999, -1.38998, 9.67001, 0.214000, 0.228000, 0.227000
6.75000, -8.41275, 9999.00, 279.507, -6.16000, -4.50000, -1.50998, 9.66000, 0.214000, 0.228000, 0.227000
6.79167, -7.72128, 9999.00, 272.613, -4.50000, -3.82999, -1.88000, 9.64999, 0.214000, 0.229000, 0.227000
6.83333, -7.19608, 9999.00, 274.934, -3.88998, -3.44000, -1.94000, 9.64001, 0.214000, 0.229000, 0.227000
6.87500, -6.98886, 9999.00, 272.791, -4.38998, -3.07999, -1.87000, 9.63000, 0.214000, 0.229000, 0.227000
6.91667, -7.35471, 9999.00, 266.573, -5.89999, -3.66000, -1.57999, 9.62000, 0.214000, 0.229000, 0.227000
6.95833, -8.21609, 9999.00, 258.024, -8.07999, -4.69998, -1.41000, 9.61002, 0.214000, 0.230000, 0.227000
7.00000, -9.08429, 9999.00, 253.941, -9.12000, -6.03000, -1.78000, 9.59000, 0.214000, 0.230000, 0.227000
7.04167, -9.98557, 9999.00, 250.520, -10.0100, -6.95999, -2.32999, 9.58002, 0.214000, 0.230000, 0.227000
7.08333, -10.6960, 9999.00, 247.758, -10.7400, -7.67999, -3.10001, 9.57001, 0.214000, 0.230000, 0.227000
7.12500, -11.3343, 9999.00, 245.411, -11.3800, -8.38000, -4.16000, 9.56000, 0.215000, 0.230000, 0.227000
7.16667, -11.8420, 9999.00, 243.497, -11.8900, -9.10001, -5.22000, 9.55002, 0.215000, 0.230000, 0.227000
7.20833, -12.1345, 9999.00, 242.241, -12.2200, -9.50998, -5.94998, 9.54001, 0.215000, 0.230000, 0.227000
7.25000, -12.6690, 9999.00, 240.643, -12.6500, -10.0500, -6.66998, 9.52002, 0.215000, 0.230000, 0.227000
7.29167, -13.2539, 9999.00, 238.383, -13.2400, -10.6000, -7.31000, 9.50000, 0.215000, 0.230000, 0.227000
7.33333, -13.4001, 9999.00, 237.715, -13.4200, -10.9500, -7.82001, 9.48001, 0.215000, 0.230000, 0.227000
7.37500, -13.4664, 9999.00, 237.604, -13.4600, -11.2400, -8.26999, 9.45999, 0.215000, 0.230000, 0.228000
7.41667, -13.4970, 9999.00, 237.589, -13.4600, -11.2100, -8.54999, 9.44000, 0.215000, 0.230000, 0.228000
7.45833, -13.6143, 9999.00, 236.801, -13.6700, -11.4100, -8.67999, 9.41000, 0.215000, 0.230000, 0.228000
7.50000, -13.5765, 9999.00, 236.887, -13.6800, -11.5600, -8.82999, 9.39001, 0.215000, 0.230000, 0.228000
7.54167, -13.7715, 9999.00, 236.298, -13.8300, -11.7600, -9.04999, 9.37000, 0.215000, 0.230000, 0.228000
7.58333, -13.2962, 9999.00, 239.200, -13.0200, -11.8100, -9.26999, 9.35001, 0.215000, 0.230000, 0.228000
7.62500, -12.1432, 9999.00, 251.102, -9.85999, -10.5800, -9.29001, 9.33002, 0.215000, 0.230000, 0.228000
7.66667, -10.4611, 9999.00, 263.784, -6.59000, -8.79001, -8.84000, 9.30002, 0.215000, 0.230000, 0.228000
7.70833, -8.75781, 9999.00, 273.898, -4.04999, -7.09000, -8.13998, 9.29001, 0.215000, 0.230000, 0.228000
7.75000, -6.99026, 9999.00, 280.914, -2.31000, -5.69000, -7.22998, 9.27002, 0.214000, 0.230000, 0.228000
7.79167, -5.63953, 9999.00, 285.369, -1.22998, -4.72000, -6.37000, 9.25000, 0.214000, 0.230000, 0.228000
7.83333, -4.08170, 9999.00, 294.336, 0.940002, -3.62000, -5.57999, 9.24002, 0.214000, 0.230000, 0.228000
7.87500, -3.58871, 9999.00, 288.650, -0.419983, -3.10999, -4.88998, 9.22000, 0.214000, 0.230000, 0.228000
7.91667, -3.66388, 9999.00, 280.157, -2.44000, -2.94000, -4.12000, 9.20001, 0.214000, 0.230000, 0.228000
7.95833, -4.51736, 9999.00, 271.603, -4.53000, -3.03000, -3.16998, 9.19000, 0.214000, 0.230000, 0.228000
8.00000, -4.95175, 9999.00, 268.895, -5.20999, -3.51999, -2.54001, 9.17001, 0.214000, 0.230000, 0.228000
8.04167, -5.19977, 9999.00, 268.252, -5.47000, -3.88998, -2.50998, 9.14999, 0.214000, 0.230000, 0.228000
8.08333, -5.64957, 9999.00, 266.691, -5.85001, -4.16998, -2.57001, 9.14001, 0.214000, 0.230000, 0.228000
8.12500, -6.18021, 9999.00, 264.664, -6.34000, -4.53000, -2.70999, 9.12000, 0.214000, 0.231000, 0.228000
8.16667, -6.80154, 9999.00, 262.529, -6.87000, -4.95999, -2.91998, 9.10001, 0.214000, 0.231000, 0.228000
8.20833, -7.19327, 9999.00, 260.967, -7.23999, -5.29999, -3.14999, 9.09000, 0.214000, 0.231000, 0.228000
8.25000, -7.56485, 9999.00, 259.368, -7.64999, -5.67999, -3.42999, 9.07001, 0.214000, 0.231000, 0.228000
8.29167, -7.72525, 9999.00, 258.595, -7.82001, -5.97000, -3.70999, 9.06000, 0.214000, 0.231000, 0.228000
8.33333, -7.71243, 9999.00, 258.497, -7.84000, -6.16998, -4.01999, 9.04001, 0.214000, 0.231000, 0.228000
8.37500, -6.05499, 9999.00, 266.299, -5.84000, -5.50998, -4.20999, 9.02002, 0.214000, 0.231000, 0.228000
8.41667, -5.41867, 9999.00, 268.771, -5.23999, -5.00998, -4.14999, 9.01001, 0.214000, 0.231000, 0.228000
8.45833, -4.29343, 9999.00, 272.700, -4.25000, -4.22000, -3.22000, 8.99002, 0.214000, 0.231000, 0.228000
8.50000, -3.65536, 9999.00, 275.205, -3.64999, -3.69000, -2.67999, 8.97000, 0.214000, 0.232000, 0.228000
8.54167, -3.11008, 9999.00, 277.199, -3.14999, -3.32999, -2.32001, 8.95999, 0.214000, 0.232000, 0.228000
8.58333, -2.55081, 9999.00, 279.678, -2.57001, -3.00000, -2.04001, 8.94000, 0.214000, 0.232000, 0.228000
8.62500, -1.38605, 9999.00, 285.121, -1.23999, -2.47000, -1.72998, 8.92001, 0.214000, 0.232000, 0.228000
8.66667, -0.193390, 9999.00, 292.396, 0.480011, -1.91998, -1.50998, 8.91000, 0.213000, 0.232000, 0.228000
8.70833, 0.705658, 9999.00, 295.822, 1.26001, -1.19998, -1.38998, 8.89001, 0.214000, 0.233000, 0.228000
8.75000, 2.27475, 9999.00, 307.644, 3.98001, 0.990021, -1.22000, 8.87000, 0.213000, 0.233000, 0.228000
8.79167, 2.93564, 9999.00, 304.814, 3.34000, 1.61002, -0.529999, 8.85001, 0.213000, 0.232000, 0.228000
8.83333, 3.70383, 9999.00, 309.693, 4.44000, 2.31000, 0.130005, 8.83002, 0.213000, 0.232000, 0.228000
8.87500, 3.47812, 9999.00, 306.724, 3.78000, 2.47000, 0.880005, 8.81000, 0.213000, 0.231000, 0.228000
8.91667, 3.52145, 9999.00, 305.775, 3.54001, 2.56000, 1.32001, 8.78000, 0.213000, 0.231000, 0.228000
8.95833, 3.46875, 9999.00, 305.060, 3.38000, 2.70999, 1.81000, 8.77002, 0.213000, 0.230000, 0.228000
9.00000, 3.86221, 9999.00, 306.821, 3.79001, 2.99002, 2.17001, 8.75000, 0.213000, 0.230000, 0.228000
9.04167, 4.69397, 9999.00, 310.438, 4.59000, 3.53000, 2.53000, 8.73001, 0.214000, 0.229000, 0.228000
9.08333, 5.75977, 9999.00, 314.635, 5.54001, 4.20999, 2.94000, 8.72000, 0.214000, 0.229000, 0.229000
9.12500, 5.81491, 9999.00, 315.250, 5.67999, 4.61002, 3.32001, 8.70001, 0.216000, 0.228000, 0.229000
9.16667, 7.09299, 9999.00, 320.579, 6.83002, 5.23001, 3.67999, 8.67999, 0.217000, 0.228000, 0.229000
9.20833, 7.43625, 9999.00, 322.304, 7.20001, 5.73001, 4.11002, 8.67001, 0.221000, 0.228000, 0.229000
9.25000, 7.78922, 9999.00, 323.694, 7.52002, 6.04001, 4.37000, 8.64999, 0.236000, 0.228000, 0.229000
9.29167, 6.65256, 9999.00, 318.738, 6.44000, 5.76001, 4.52002, 8.63000, 0.303000, 0.237000, 0.229000
9.33333, 6.09415, 9999.00, 315.832, 5.80002, 5.37000, 4.53000, 8.62000, 0.292000, 0.251000, 0.229000
9.37500, 6.86447, 9999.00, 319.201, 6.53000, 5.52002, 4.61002, 8.60001, 0.279000, 0.258000, 0.229000
9.41667, 6.62704, 9999.00, 319.187, 6.52002, 5.74002, 4.74002, 8.58002, 0.273000, 0.261000, 0.229000
9.45833, 5.15543, 9999.00, 313.719, 5.34000, 5.56000, 4.97000, 8.57001, 0.270000, 0.262000, 0.229000
9.50000, 3.08496, 9999.00, 306.197, 3.64001, 4.82001, 5.07001, 8.55002, 0.267000, 0.263000, 0.229000
9.54167, 2.01669, 9999.00, 300.541, 2.34000, 3.81000, 4.88000, 8.53000, 0.265000, 0.262000, 0.229000
9.58333, 1.73553, 9999.00, 298.625, 1.92001, 3.19000, 4.52002, 8.52002, 0.264000, 0.262000, 0.229000
9.62500, 0.949005, 9999.00, 296.931, 1.52002, 2.70001, 4.09000, 8.50000, 0.262000, 0.262000, 0.229000
9.66667, 0.378876, 9999.00, 295.705, 1.25000, 2.42001, 3.77002, 8.49002, 0.261000, 0.261000, 0.229000
9.70833, 0.581024, 9999.00, 298.495, 1.88000, 2.54001, 3.49002, 8.48001, 0.259000, 0.260000, 0.229000
9.75000, 0.740936, 9999.00, 301.146, 2.51001, 2.59000, 3.36002, 8.47000, 0.246000, 0.252000, 0.229000
9.79167, 1.45535, 9999.00, 305.771, 3.54001, 3.41000, 3.57001, 8.45999, 0.236000, 0.247000, 0.229000
9.83333, 2.02139, 9999.00, 306.448, 3.70001, 3.89999, 3.88000, 8.45001, 0.233000, 0.244000, 0.229000
