Decimal Day of Year in 2022 (UTC), HRRR Air Temp (*C), HRRR Precip (mm), Incoming Shortwave (W/m^2), Surface Temp (*C), HRRR 4 cm Soil Temp (*C), HRRR 10 cm Soil Temp (*C), HRRR 100 cm Soil Temp (*C), HRRR 4 cm Soil Water (m^3 m^-3), HRRR 10 cm Soil Water (m^3 m^-3), HRRR 100 cm Soil Water (m^3 m^-3)
2.37500, -2.99722, 0.104000, 0.00000, -1.01999, 1.74002, 3.61002, 11.6300, 0.291000, 0.291000, 0.224000
2.41667, -3.26822, 0.0970000, 0.00000, -1.14999, 1.81000, 3.58002, 11.6200, 0.290000, 0.290000, 0.224000
2.45833, -4.09592, 0.0280000, 0.00000, -1.38000, 1.80002, 3.55002, 11.6200, 0.286000, 0.287000, 0.224000
2.50000, -4.30643, 0.0140000, 0.00000, -1.47000, 1.69000, 3.32001, 11.5900, 0.281000, 0.282000, 0.224000
2.54167, -4.52902, 0.0190000, 0.00000, -1.60999, 1.63000, 3.17999, 11.5700, 0.277000, 0.278000, 0.224000
2.58333, -4.70786, 0.0320000, 10.0000, -1.63000, 1.52002, 3.07001, 11.5600, 0.275000, 0.277000, 0.224000
2.62500, -5.43921, 0.0120000, 55.0000, -1.72998, 1.62000, 3.05002, 11.5500, 0.275000, 0.276000, 0.224000
2.66667, -5.68835, 0.00700000, 78.9000, -1.72000, 1.64001, 2.98001, 11.5400, 0.273000, 0.275000, 0.224000
2.70833, -5.15884, 0.0140000, 171.900, -1.45999, 1.25000, 2.88000, 11.5300, 0.272000, 0.274000, 0.224000
2.75000, -5.52792, 0.0140000, 192.800, -1.47998, 1.24002, 2.81000, 11.5300, 0.270000, 0.273000, 0.224000
2.79167, -5.42862, 0.00800000, 181.200, -1.50000, 1.17999, 2.70999, 11.5100, 0.269000, 0.271000, 0.224000
2.83333, -5.20059, 0.00500000, 186.500, -1.39999, 1.01001, 2.58002, 11.4900, 0.268000, 0.270000, 0.224000
2.87500, -4.85638, 0.00200000, 136.600, -1.48999, 0.990021, 2.47000, 11.4800, 0.266000, 0.269000, 0.224000
2.91667, -4.93906, 0.00100000, 52.7000, -1.72998, 0.959991, 2.38000, 11.4600, 0.265000, 0.268000, 0.224000
2.95833, -5.46762, 0.00100000, 0.00000, -2.53000, 0.520020, 2.31000, 11.4500, 0.264000, 0.267000, 0.224000
3.00000, -7.47012, 0.00100000, 0.00000, -6.75000, -4.88998, -0.660004, 11.4300, 0.278000, 0.273000, 0.224000
3.04167, -7.94376, 0.00100000, 0.00000, -7.12000, -5.16998, -1.00000, 11.4100, 0.279000, 0.272000, 0.224000
3.08333, -8.30692, 0.00000, 0.00000, -7.62000, -5.41998, -1.20999, 11.3900, 0.278000, 0.272000, 0.224000
3.12500, -8.97549, 0.00000, 0.00000, -8.67999, -6.10999, -1.81000, 11.3700, 0.279000, 0.271000, 0.224000
3.16667, -9.81339, 0.00000, 0.00000, -9.70999, -7.03000, -2.48999, 11.3400, 0.279000, 0.271000, 0.224000
3.20833, -9.93765, 0.00000, 0.00000, -9.94998, -7.45999, -3.13998, 11.3100, 0.278000, 0.271000, 0.224000
3.25000, -10.2751, 0.00000, 0.00000, -10.2800, -7.81000, -3.78000, 11.3000, 0.278000, 0.270000, 0.224000
3.29167, -10.5238, 0.00000, 0.00000, -10.5300, -8.28000, -4.95999, 11.2700, 0.278000, 0.270000, 0.224000
3.33333, -10.6769, 0.00000, 0.00000, -10.7000, -8.47000, -5.22000, 11.2500, 0.277000, 0.270000, 0.224000
3.37500, -11.0659, 0.00000, 0.00000, -11.1000, -9.00000, -6.01999, 11.2200, 0.277000, 0.270000, 0.224000
3.41667, -11.4305, 0.00000, 0.00000, -11.4900, -9.50998, -6.75998, 11.2000, 0.277000, 0.270000, 0.224000
3.45833, -11.8253, 0.00000, 0.00000, -11.9800, -10.1200, -7.56000, 11.1700, 0.277000, 0.270000, 0.224000
3.50000, -12.3241, 0.00000, 0.00000, -12.5700, -10.7600, -8.28000, 11.1500, 0.277000, 0.271000, 0.224000
3.54167, -12.3327, 0.00000, 0.00000, -12.6300, -10.8900, -8.44000, 11.1200, 0.277000, 0.270000, 0.224000
3.58333, -12.0278, 0.00000, 80.0000, -12.1400, -11.1600, -8.81000, 11.0900, 0.277000, 0.270000, 0.224000
3.62500, -9.56558, 0.00000, 257.700, -8.59000, -9.79001, -8.98999, 11.0700, 0.278000, 0.271000, 0.224000
3.66667, -7.33801, 0.00000, 408.600, -5.35001, -7.88998, -8.57999, 11.0300, 0.278000, 0.271000, 0.224000
3.70833, -4.58090, 0.00000, 508.800, -2.41998, -5.75998, -7.41998, 11.0000, 0.277000, 0.271000, 0.224000
3.75000, -2.34982, 0.00000, 552.100, 1.14999, -4.07001, -6.50000, 10.9700, 0.276000, 0.271000, 0.224000
3.79167, -1.30902, 0.00000, 515.800, 2.20001, -3.62000, -5.72998, 10.9400, 0.274000, 0.270000, 0.224000
3.83333, 0.0632324, 0.00000, 442.900, 2.74002, -3.81000, -5.16000, 10.9000, 0.268000, 0.271000, 0.225000
3.87500, -0.0435181, 0.00000, 302.200, 1.45999, -3.28000, -4.73999, 10.8700, 0.266000, 0.271000, 0.225000
3.91667, -1.09918, 0.00000, 141.400, -1.09000, -2.75998, -4.32999, 10.8300, 0.266000, 0.270000, 0.225000
3.95833, -2.94107, 0.00000, 0.00000, -3.38000, -2.95999, -4.00998, 10.8000, 0.265000, 0.270000, 0.225000
4.00000, -4.24002, 0.00000, 0.00000, -4.79999, -3.73999, -3.82999, 10.7700, 0.265000, 0.270000, 0.225000
4.04167, -5.02054, 0.00000, 0.00000, -5.60999, -4.48999, -3.87000, 10.7400, 0.264000, 0.270000, 0.225000
4.08333, -5.36685, 0.00000, 0.00000, -5.94000, -5.00998, -4.00000, 10.7100, 0.265000, 0.270000, 0.225000
4.12500, -5.70584, 0.00000, 0.00000, -6.29001, -5.39999, -4.20999, 10.6800, 0.265000, 0.270000, 0.225000
4.16667, -5.53561, 0.00000, 0.00000, -6.10999, -5.60999, -4.41998, 10.6500, 0.264000, 0.270000, 0.225000
4.20833, -5.79919, 0.00000, 0.00000, -6.31000, -5.73999, -4.62000, 10.6100, 0.265000, 0.270000, 0.225000
4.25000, -6.00436, 0.00000, 0.00000, -6.54001, -5.75998, -4.69998, 10.5800, 0.265000, 0.269000, 0.225000
4.29167, -6.18460, 0.00000, 0.00000, -6.66000, -6.04001, -4.87000, 10.5400, 0.265000, 0.269000, 0.225000
4.33333, -6.22183, 0.00000, 0.00000, -6.66998, -6.04001, -5.00998, 10.5100, 0.265000, 0.269000, 0.225000
4.37500, -6.21671, 0.00000, 0.00000, -6.63998, -6.19000, -5.16000, 10.4800, 0.264000, 0.269000, 0.225000
4.41667, -5.92487, 0.00000, 0.00000, -6.38000, -6.04001, -5.26999, 10.4500, 0.264000, 0.269000, 0.225000
4.45833, -5.63446, 0.00000, 0.00000, -6.13998, -5.94998, -5.32001, 10.4200, 0.263000, 0.268000, 0.225000
4.50000, -5.13730, 0.00000, 0.00000, -5.72998, -5.66998, -5.47000, 10.4000, 0.261000, 0.268000, 0.225000
4.54167, -3.56165, 0.00000, 0.00000, -3.79999, -2.50000, -1.70999, 10.3600, 0.260000, 0.263000, 0.225000
4.58333, -3.04239, 0.00000, 70.5000, -3.23999, -2.10001, -1.31000, 10.3300, 0.256000, 0.261000, 0.225000
4.62500, -1.87729, 0.00000, 248.300, -1.82999, -2.38998, -0.519989, 10.2900, 0.257000, 0.261000, 0.225000
4.66667, -0.377228, 0.00000, 393.900, 0.290009, -1.79001, 0.240021, 10.2700, 0.257000, 0.260000, 0.225000
4.70833, 1.40872, 0.00000, 503.500, 2.76001, 0.910004, 0.619995, 10.2400, 0.255000, 0.259000, 0.225000
4.75000, 2.07022, 0.00000, 493.800, 3.57001, 2.14001, 0.929993, 10.2100, 0.253000, 0.259000, 0.225000
4.79167, 2.56616, 0.00000, 470.600, 4.08002, 2.60001, 1.01001, 10.1900, 0.251000, 0.258000, 0.225000
4.83333, 3.15732, 0.00000, 431.200, 4.17001, 2.83002, 1.30002, 10.1700, 0.249000, 0.257000, 0.225000
4.87500, 3.48093, 0.00000, 316.600, 3.69000, 2.64999, 1.39999, 10.1400, 0.248000, 0.256000, 0.225000
4.91667, 2.71155, 0.00000, 111.800, 2.44000, 2.32001, 1.64001, 10.1200, 0.248000, 0.255000, 0.225000
4.95833, 1.67612, 0.00000, 0.00000, 1.08002, 1.72000, 1.74002, 10.1000, 0.247000, 0.254000, 0.226000
5.00000, 1.08469, 0.00000, 0.00000, 0.529999, 1.12000, 1.60001, 10.0700, 0.248000, 0.254000, 0.226000
5.04167, 0.715302, 0.00000, 0.00000, 0.190002, 0.750000, 1.42001, 10.0400, 0.248000, 0.253000, 0.226000
5.08333, 0.797272, 0.00000, 0.00000, 0.179993, 0.679993, 1.34000, 10.0200, 0.248000, 0.253000, 0.226000
5.12500, 0.875397, 0.00000, 0.00000, 0.190002, 0.490021, 1.08002, 10.0000, 0.249000, 0.252000, 0.226000
5.16667, 1.15970, 0.00000, 0.00000, 0.429993, 0.770020, 1.33002, 9.98001, 0.248000, 0.252000, 0.226000
5.20833, 1.13303, 0.00000, 0.00000, 0.290009, 0.750000, 1.32001, 9.95999, 0.247000, 0.251000, 0.226000
5.25000, 1.49710, 0.00000, 0.00000, 0.640015, 1.01001, 1.42001, 9.94000, 0.248000, 0.251000, 0.226000
5.29167, 1.62936, 0.00000, 0.00000, 0.730011, 0.800018, 1.30002, 9.92001, 0.247000, 0.250000, 0.226000
5.33333, 0.829193, 0.00000, 0.00000, -0.199982, 0.429993, 1.24002, 9.89999, 0.248000, 0.250000, 0.226000
5.37500, 0.462738, 0.00000, 0.00000, -0.220001, 0.429993, 1.20999, 9.89001, 0.249000, 0.250000, 0.226000
5.41667, -0.0286560, 0.00000, 0.00000, -0.399994, 0.510010, 1.28000, 9.88000, 0.247000, 0.249000, 0.226000
5.45833, -0.791534, 0.00000, 0.00000, -0.690002, 0.649994, 1.33002, 9.88000, 0.241000, 0.245000, 0.226000
5.50000, -2.24731, 0.00000, 0.00000, -1.25998, 0.839996, 1.34000, 9.87000, 0.234000, 0.240000, 0.226000
5.54167, -3.43192, 0.00000, 0.00000, -2.25998, 0.410004, 1.37000, 9.85001, 0.224000, 0.234000, 0.226000
5.58333, -5.70227, 0.00000, 80.0000, -5.34000, -0.449982, 1.20999, 9.84000, 0.217000, 0.230000, 0.226000
5.62500, -5.28598, 0.00000, 254.700, -3.85999, -0.600006, 1.02002, 9.82001, 0.218000, 0.230000, 0.226000
5.66667, -4.64096, 0.00000, 391.700, -2.19000, -0.369995, 0.839996, 9.81000, 0.219000, 0.230000, 0.226000
5.70833, -3.64893, 0.00000, 406.200, -1.10001, 0.589996, 1.20999, 9.80002, 0.218000, 0.230000, 0.226000
5.75000, -1.63065, 0.00000, 559.300, 1.83002, 1.14999, 1.29001, 9.79001, 0.217000, 0.230000, 0.226000
5.79167, -0.524445, 0.00000, 536.100, 2.76001, 1.92999, 1.57001, 9.79001, 0.217000, 0.230000, 0.226000
5.83333, 0.191376, 0.00000, 458.600, 2.92999, 2.45001, 1.97000, 9.80002, 0.216000, 0.229000, 0.226000
5.87500, 0.510376, 0.00000, 314.200, 2.25000, 2.49002, 2.34000, 9.80002, 0.215000, 0.229000, 0.226000
5.91667, -0.00466919, 0.00000, 149.700, 0.399994, 1.76001, 2.42999, 9.79001, 0.215000, 0.229000, 0.226000
5.95833, -1.24899, 0.00000, 0.00000, -1.42999, 0.580017, 2.20001, 9.79001, 0.213000, 0.228000, 0.226000
6.00000, -1.26349, 0.00000, 0.00000, -1.19998, 0.290009, 1.94000, 9.78000, 0.213000, 0.228000, 0.226000
6.04167, -2.33670, 0.00000, 0.00000, -1.50000, 0.470001, 1.70999, 9.78000, 0.212000, 0.228000, 0.226000
6.08333, -3.20816, 0.00000, 0.00000, -1.85999, 0.480011, 1.60001, 9.77002, 0.212000, 0.228000, 0.227000
6.12500, -4.34445, 0.00000, 0.00000, -2.88000, 0.240021, 1.48001, 9.77002, 0.212000, 0.228000, 0.227000
6.16667, -5.55603, 0.00000, 0.00000, -5.03000, 0.0700073, 1.45001, 9.76001, 0.213000, 0.227000, 0.227000
6.20833, -5.86093, 0.00000, 0.00000, -5.32999, 0.0200195, 1.54001, 9.75000, 0.213000, 0.227000, 0.227000
6.25000, -6.30765, 0.00000, 0.00000, -5.72998, -0.869995, 1.25000, 9.75000, 0.214000, 0.227000, 0.227000
6.29167, -6.57510, 0.00000, 0.00000, -5.70999, -1.67999, 0.869995, 9.74002, 0.215000, 0.227000, 0.227000
6.33333, -6.74265, 0.00000, 0.00000, -5.97000, -3.39999, 1.03000, 9.74002, 0.216000, 0.227000, 0.227000
6.37500, -7.47476, 0.00000, 0.00000, -6.97998, -4.38998, 0.959991, 9.73001, 0.215000, 0.228000, 0.227000
6.41667, -7.86520, 0.00000, 0.00000, -7.25998, -4.85999, 0.730011, 9.73001, 0.216000, 0.228000, 0.227000
6.45833, -9.02087, 0.0540000, 0.00000, -8.00000, -5.44998, 0.429993, 9.72000, 0.215000, 0.228000, 0.227000
6.50000, -9.11423, 0.221000, 0.00000, -8.14999, -5.57999, 0.110016, 9.72000, 0.214000, 0.228000, 0.227000
6.54167, -10.2138, 0.588000, 0.00000, -9.47998, -6.47998, -0.329987, 9.70999, 0.215000, 0.228000, 0.227000
6.58333, -10.6847, 0.558000, 48.2000, -9.66998, -6.81000, -0.729980, 9.70001, 0.215000, 0.228000, 0.227000
6.62500, -11.0409, 0.470000, 119.200, -9.34000, -6.91998, -1.16998, 9.69000, 0.214000, 0.229000, 0.227000
6.66667, -11.2478, 0.413000, 198.000, -9.54001, -6.97998, -1.44000, 9.67999, 0.214000, 0.229000, 0.227000
6.70833, -10.7789, 0.478000, 322.900, -6.60999, -4.47000, -2.66998, 9.67001, 0.214000, 0.229000, 0.227000
6.75000, -10.7950, 0.210000, 231.400, -7.19000, -5.29999, -2.37000, 9.66000, 0.214000, 0.229000, 0.227000
6.79167, -10.6451, 0.0980000, 273.800, -6.82001, -5.22998, -2.07999, 9.64999, 0.214000, 0.229000, 0.227000
6.83333, -10.3604, 0.0810000, 245.700, -6.20999, -4.62000, -1.82001, 9.64001, 0.214000, 0.229000, 0.227000
6.87500, -10.6432, 0.0500000, 168.500, -6.82001, -5.06000, -1.79001, 9.63000, 0.214000, 0.229000, 0.227000
6.91667, -11.0057, 0.0120000, 86.1000, -7.48999, -5.51999, -2.01999, 9.62000, 0.215000, 0.229000, 0.227000
6.95833, -10.4805, 0.00000, 0.00000, -10.2600, -6.67999, -2.35999, 9.61002, 0.214000, 0.230000, 0.227000
7.00000, -10.7292, 0.00000, 0.00000, -10.6800, -7.35001, -2.57001, 9.59000, 0.214000, 0.230000, 0.227000
7.04167, -11.1188, 0.00000, 0.00000, -11.0300, -7.72998, -2.75000, 9.58002, 0.214000, 0.230000, 0.227000
7.08333, -11.5612, 0.00000, 0.00000, -11.4800, -8.19000, -3.37000, 9.57001, 0.215000, 0.230000, 0.227000
7.12500, -12.1534, 0.00000, 0.00000, -12.2000, -9.09000, -4.94998, 9.56000, 0.215000, 0.230000, 0.227000
7.16667, -12.4429, 0.00000, 0.00000, -12.4700, -9.54999, -5.88998, 9.55002, 0.215000, 0.230000, 0.227000
7.20833, -12.7659, 0.00000, 0.00000, -12.9200, -10.3200, -7.07999, 9.54001, 0.214000, 0.230000, 0.227000
7.25000, -12.6636, 0.00000, 0.00000, -12.6700, -9.97000, -6.51999, 9.53000, 0.215000, 0.230000, 0.227000
7.29167, -13.1300, 0.00000, 0.00000, -13.1800, -10.6200, -7.39999, 9.52002, 0.215000, 0.230000, 0.227000
7.33333, -13.2710, 0.00000, 0.00000, -13.4100, -10.7700, -7.48999, 9.50000, 0.215000, 0.230000, 0.227000
7.37500, -13.6201, 0.00000, 0.00000, -13.7500, -11.3000, -8.13000, 9.49002, 0.215000, 0.230000, 0.228000
7.41667, -13.7068, 0.00000, 0.00000, -13.8000, -11.4000, -8.29001, 9.47000, 0.215000, 0.230000, 0.228000
7.45833, -13.6859, 0.00000, 0.00000, -13.7600, -11.5700, -8.62000, 9.44000, 0.215000, 0.231000, 0.228000
7.50000, -13.8254, 0.00000, 0.00000, -14.0500, -11.8600, -8.97998, 9.42001, 0.215000, 0.231000, 0.228000
7.54167, -13.9622, 0.00000, 0.00000, -14.1200, -12.1100, -9.37000, 9.39001, 0.215000, 0.230000, 0.228000
7.58333, -13.3735, 0.00000, 66.2000, -13.1700, -12.0200, -9.47000, 9.36002, 0.215000, 0.230000, 0.228000
7.62500, -12.1937, 0.00000, 250.700, -9.91998, -10.7700, -9.53000, 9.34000, 0.215000, 0.231000, 0.228000
7.66667, -10.3923, 0.00000, 389.100, -6.69998, -8.85001, -8.87000, 9.32001, 0.215000, 0.231000, 0.228000
7.70833, -8.60941, 0.00000, 496.800, -3.82001, -6.87000, -7.84000, 9.29001, 0.215000, 0.230000, 0.228000
7.75000, -6.99066, 0.00000, 542.800, -2.29999, -5.89999, -7.50998, 9.27002, 0.214000, 0.230000, 0.228000
7.79167, -5.48813, 0.00000, 530.400, -1.16998, -5.00000, -6.81000, 9.26001, 0.214000, 0.230000, 0.228000
7.83333, -4.17191, 0.00000, 450.500, 0.589996, -3.91000, -6.00998, 9.24002, 0.214000, 0.230000, 0.228000
7.87500, -3.64938, 0.00000, 313.000, -0.410004, -3.41000, -5.41998, 9.22000, 0.214000, 0.230000, 0.228000
7.91667, -3.91229, 0.00000, 105.500, -3.25998, -3.92999, -5.09000, 9.20001, 0.214000, 0.230000, 0.228000
7.95833, -4.78799, 0.00000, 0.00000, -5.13000, -4.20999, -4.66998, 9.19000, 0.214000, 0.230000, 0.228000
8.00000, -5.65170, 0.00000, 0.00000, -6.01999, -4.63000, -4.23999, 9.17001, 0.214000, 0.230000, 0.228000
8.04167, -6.91318, 0.00000, 0.00000, -7.67999, -6.10001, -4.20999, 9.14999, 0.214000, 0.230000, 0.228000
8.08333, -6.92865, 0.00000, 0.00000, -7.38998, -6.10999, -4.54999, 9.13000, 0.214000, 0.230000, 0.228000
8.12500, -7.25290, 0.00000, 0.00000, -7.62000, -6.41000, -4.78000, 9.11002, 0.214000, 0.230000, 0.228000
8.16667, -7.18372, 0.00000, 0.00000, -7.38000, -5.85001, -3.76999, 9.09000, 0.214000, 0.230000, 0.228000
8.20833, -7.34335, 0.00000, 0.00000, -7.44000, -5.76999, -3.50000, 9.07001, 0.214000, 0.230000, 0.228000
8.25000, -7.79471, 0.00000, 0.00000, -7.91998, -6.16000, -3.88998, 9.05002, 0.214000, 0.230000, 0.228000
8.29167, -8.06882, 0.00000, 0.00000, -8.19000, -6.47000, -4.20999, 9.03000, 0.214000, 0.230000, 0.228000
8.33333, -8.10791, 0.00000, 0.00000, -8.25000, -6.62000, -4.45999, 9.01001, 0.214000, 0.230000, 0.228000
8.37500, -8.07974, 0.00000, 0.00000, -8.22998, -6.75000, -4.75998, 8.99002, 0.214000, 0.230000, 0.228000
8.41667, -7.95425, 0.00000, 0.00000, -8.16000, -6.85999, -5.01999, 8.97000, 0.214000, 0.230000, 0.228000
8.45833, -7.74515, 0.00000, 0.00000, -7.94998, -6.85999, -5.16998, 8.95001, 0.214000, 0.230000, 0.228000
8.50000, -6.57956, 0.00000, 0.00000, -6.63998, -6.60999, -5.28000, 8.92999, 0.214000, 0.230000, 0.228000
8.54167, -5.75726, 0.00000, 0.00000, -5.82001, -6.16000, -5.34000, 8.89999, 0.214000, 0.230000, 0.228000
8.58333, -4.74527, 0.0200000, 10.2000, -4.79001, -5.44000, -4.91998, 8.88000, 0.214000, 0.230000, 0.228000
8.62500, -3.40170, 0.0120000, 48.0000, -3.41000, -4.56000, -4.31000, 8.86002, 0.214000, 0.230000, 0.228000
8.66667, -2.28934, 0.00100000, 50.9000, -2.32001, -3.63998, -3.51999, 8.84000, 0.214000, 0.231000, 0.228000
8.70833, -0.152435, 0.0100000, 157.500, 0.860016, -2.63998, -2.97000, 8.82001, 0.214000, 0.231000, 0.228000
8.75000, 1.05930, 0.0100000, 155.200, 1.64999, -0.729980, -2.28000, 8.83002, 0.212000, 0.231000, 0.228000
8.79167, 3.12692, 0.00400000, 287.400, 4.57001, 1.74002, -2.07999, 8.82001, 0.211000, 0.231000, 0.228000
8.83333, 3.89175, 0.00800000, 121.100, 4.58002, 2.67001, -0.0799866, 8.81000, 0.212000, 0.230000, 0.228000
8.87500, 3.69864, 0.0180000, 75.6000, 4.11002, 3.04001, 0.970001, 8.79001, 0.212000, 0.230000, 0.228000
8.91667, 3.74493, 0.0200000, 26.8000, 3.75000, 3.08002, 1.76001, 8.77002, 0.212000, 0.229000, 0.228000
8.95833, 3.54306, 0.0330000, 0.00000, 3.52002, 3.08002, 2.14001, 8.75000, 0.212000, 0.229000, 0.228000
9.00000, 3.60406, 0.0820000, 0.00000, 3.55002, 3.04001, 2.37000, 8.74002, 0.212000, 0.229000, 0.228000
9.04167, 4.37836, 0.0600000, 0.00000, 4.28000, 3.47000, 2.67999, 8.73001, 0.212000, 0.228000, 0.228000
9.08333, 5.58624, 0.124000, 0.00000, 5.39999, 4.17999, 3.10001, 8.72000, 0.213000, 0.228000, 0.229000
9.12500, 6.31775, 0.109000, 0.00000, 6.12000, 4.80002, 3.51001, 8.70001, 0.214000, 0.228000, 0.229000
9.16667, 7.03012, 1.18800, 0.00000, 6.79001, 5.50000, 4.11002, 8.67999, 0.217000, 0.227000, 0.229000
9.20833, 8.14481, 0.823000, 0.00000, 7.89999, 6.39001, 4.75000, 8.67001, 0.225000, 0.227000, 0.229000
9.25000, 8.28995, 0.0500000, 0.00000, 8.07001, 6.67001, 5.03000, 8.64999, 0.225000, 0.227000, 0.229000
9.29167, 8.38278, 0.168000, 0.00000, 8.14999, 6.95001, 5.39001, 8.64001, 0.240000, 0.228000, 0.229000
9.33333, 8.22769, 0.233000, 0.00000, 7.95001, 7.03000, 5.69000, 8.62000, 0.236000, 0.228000, 0.229000
9.37500, 8.52328, 0.238000, 0.00000, 8.26001, 7.41000, 6.14999, 8.60001, 0.253000, 0.235000, 0.229000
9.41667, 7.41830, 0.0460000, 0.00000, 7.52002, 7.34000, 6.29001, 8.59000, 0.241000, 0.230000, 0.229000
9.45833, 4.46207, 0.00000, 0.00000, 4.82001, 5.86002, 5.91000, 8.57001, 0.246000, 0.234000, 0.229000
9.50000, 2.76950, 0.00000, 0.00000, 3.34000, 4.89001, 5.64999, 8.55002, 0.261000, 0.252000, 0.229000
9.54167, 1.18362, 0.00000, 0.00000, 1.54001, 3.38000, 4.82001, 8.53000, 0.247000, 0.240000, 0.229000
9.58333, -0.354706, 0.00000, 51.4000, -0.0400085, 2.33002, 4.36002, 8.52002, 0.251000, 0.248000, 0.229000
9.62500, -0.893951, 0.00000, 206.400, -0.0599976, 1.70999, 3.83002, 8.50000, 0.251000, 0.248000, 0.229000
9.66667, -1.29376, 0.00000, 240.900, -0.160004, 1.22000, 3.17999, 8.49002, 0.237000, 0.236000, 0.229000
9.70833, -0.770416, 0.00000, 435.800, 1.16000, 1.50000, 2.64999, 8.48001, 0.235000, 0.235000, 0.229000
9.75000, -0.573059, 0.00000, 445.200, 1.42999, 2.04001, 2.72000, 8.47000, 0.253000, 0.256000, 0.229000
9.79167, -0.334015, 0.00000, 500.500, 2.20001, 2.14001, 2.67999, 8.47000, 0.234000, 0.238000, 0.229000
9.83333, -0.166870, 0.00000, 448.800, 2.09000, 2.42999, 2.80002, 8.47000, 0.231000, 0.236000, 0.229000
9.87500, -0.410461, 0.00000, 329.700, 1.11002, 2.14999, 2.82001, 8.45999, 0.239000, 0.245000, 0.229000
9.91667, -0.885773, 0.00000, 162.800, -0.389984, 1.26001, 2.54001, 8.45001, 0.240000, 0.247000, 0.229000
9.95833, -1.35904, 0.00000, 0.800000, -0.839996, 1.03000, 2.17999, 8.44000, 0.240000, 0.246000, 0.229000
10.0000, -1.43735, 0.00000, 0.00000, -0.910004, 1.05002, 1.91000, 8.42001, 0.253000, 0.257000, 0.229000
10.0417, -1.70020, 0.00000, 0.00000, -1.04001, 0.929993, 1.77002, 8.39999, 0.250000, 0.253000, 0.229000
10.0833, -1.69937, 0.00000, 0.00000, -1.09000, 0.839996, 1.72000, 8.39001, 0.249000, 0.253000, 0.229000
10.1250, -1.88141, 0.00000, 0.00000, -1.19000, 0.779999, 1.63000, 8.39001, 0.248000, 0.251000, 0.229000
10.1667, -1.88248, 0.00000, 0.00000, -1.23999, 0.730011, 1.61002, 8.39001, 0.247000, 0.250000, 0.229000
10.2083, -1.66556, 0.00000, 0.00000, -1.10001, 0.720001, 1.64001, 8.39001, 0.247000, 0.250000, 0.229000
10.2500, -1.84280, 0.00000, 0.00000, -1.20999, 0.610016, 1.58002, 8.39001, 0.246000, 0.249000, 0.229000
10.2917, -1.84097, 0.00000, 0.00000, -1.25998, 0.429993, 1.42001, 8.39001, 0.246000, 0.249000, 0.229000
10.3333, -1.73932, 0.00000, 0.00000, -1.16998, 0.399994, 1.39999, 8.38000, 0.245000, 0.248000, 0.229000
10.3750, -1.98941, 0.00000, 0.00000, -1.32001, 0.170013, 1.25000, 8.38000, 0.245000, 0.247000, 0.229000
10.4167, -2.23068, 0.00000, 0.00000, -1.26999, 0.380005, 1.30002, 8.37000, 0.244000, 0.247000, 0.229000
