Decimal Day of Year in 2022 (UTC), HRRR Air Temp (*C), HRRR Precip (mm), Incoming Shortwave (W/m^2), Surface Temp (*C), HRRR 4 cm Soil Temp (*C), HRRR 10 cm Soil Temp (*C), HRRR 100 cm Soil Temp (*C), HRRR 4 cm Soil Water (m^3 m^-3), HRRR 10 cm Soil Water (m^3 m^-3), HRRR 100 cm Soil Water (m^3 m^-3)
1.12500, 17.4272, 0.00100000, 0.00000, 16.9600, 16.9000, 16.8000, 13.1900, 0.213000, 0.223000, 0.230000
1.16667, 17.3711, 8.25700, 0.00000, 17.1400, 17.2200, 17.0800, 13.1900, 0.303000, 0.226000, 0.230000
1.20833, 17.2831, 0.0610000, 0.00000, 16.9400, 17.0400, 17.0300, 13.1900, 0.247000, 0.224000, 0.230000
1.25000, 16.5329, 0.00400000, 0.00000, 15.9100, 16.5400, 16.9100, 13.1900, 0.221000, 0.222000, 0.230000
1.29167, 16.7887, 3.43700, 0.00000, 16.7600, 16.9800, 17.1900, 13.2000, 0.260000, 0.224000, 0.230000
1.33333, 16.6222, 8.04600, 0.00000, 16.6900, 17.0000, 17.2800, 13.2000, 0.329000, 0.234000, 0.230000
1.37500, 16.8993, 4.31900, 0.00000, 16.9500, 17.0900, 17.2700, 13.2100, 0.322000, 0.251000, 0.230000
1.41667, 16.3748, 19.9050, 0.00000, 16.3600, 16.8400, 17.1300, 13.2100, 0.360000, 0.338000, 0.230000
1.45833, 16.4016, 7.01600, 0.00000, 16.3800, 16.8000, 17.0400, 13.2200, 0.345000, 0.339000, 0.230000
1.50000, 16.1563, 0.312000, 0.00000, 16.1600, 16.5200, 16.7800, 13.2300, 0.320000, 0.316000, 0.230000
1.54167, 15.8346, 1.42900, 0.00000, 15.7900, 16.0900, 16.4100, 13.2400, 0.342000, 0.338000, 0.230000
1.58333, 16.0236, 0.00700000, 31.3000, 16.0200, 16.0900, 16.4000, 13.2500, 0.335000, 0.333000, 0.230000
1.62500, 16.4834, 0.0270000, 164.000, 16.7000, 16.2100, 16.2900, 13.2700, 0.338000, 0.336000, 0.230000
1.66667, 16.3238, 3.53300, 29.5000, 16.4200, 16.2800, 16.1600, 13.2800, 0.347000, 0.342000, 0.230000
1.70833, 18.1023, 1.48600, 6.40000, 17.7900, 17.1400, 16.2700, 13.2900, 0.356000, 0.352000, 0.230000
1.75000, 17.0117, 2.04900, 88.0000, 17.0400, 16.2000, 15.9500, 13.3000, 0.368000, 0.358000, 0.230000
1.79167, 15.3531, 3.62500, 68.0000, 15.8600, 16.2800, 16.6200, 13.3100, 0.382000, 0.380000, 0.230000
1.83333, 15.4183, 0.431000, 177.100, 16.1500, 15.9100, 16.1100, 13.3200, 0.361000, 0.360000, 0.230000
1.87500, 14.4333, 0.336000, 41.4000, 14.6900, 15.1100, 15.5800, 13.3300, 0.346000, 0.346000, 0.230000
1.91667, 13.8147, 0.414000, 11.5000, 13.8800, 14.5400, 15.1400, 13.3400, 0.344000, 0.345000, 0.230000
1.95833, 13.9390, 0.858000, 0.00000, 14.0000, 14.4700, 15.0200, 13.3500, 0.349000, 0.346000, 0.230000
2.00000, 13.2957, 0.914000, 0.00000, 13.2200, 13.8000, 14.6100, 13.3600, 0.348000, 0.346000, 0.230000
2.04167, 13.5939, 1.28600, 0.00000, 13.5400, 13.8800, 14.4400, 13.3700, 0.354000, 0.346000, 0.230000
2.08333, 13.5555, 2.89400, 0.00000, 13.5400, 13.8300, 14.3200, 13.3800, 0.356000, 0.353000, 0.231000
2.12500, 13.3725, 1.52200, 0.00000, 13.3100, 13.7200, 14.4200, 13.3900, 0.352000, 0.349000, 0.231000
2.16667, 13.4200, 0.117000, 0.00000, 13.3900, 13.7700, 14.3800, 13.4000, 0.346000, 0.346000, 0.231000
2.20833, 13.7778, 0.0590000, 0.00000, 13.7200, 13.9500, 14.3800, 13.4100, 0.338000, 0.338000, 0.231000
2.25000, 13.2262, 0.00200000, 0.00000, 13.1800, 13.6100, 14.2300, 13.4200, 0.336000, 0.336000, 0.231000
2.29167, 13.4787, 0.0110000, 0.00000, 13.4500, 13.7300, 14.2200, 13.4300, 0.333000, 0.333000, 0.231000
2.33333, 10.8147, 0.326000, 0.00000, 11.4900, 13.2800, 14.1900, 13.4400, 0.332000, 0.332000, 0.232000
2.37500, 9.07767, 0.0640000, 0.00000, 9.80002, 11.9700, 13.7800, 13.4500, 0.329000, 0.329000, 0.232000
2.41667, 7.22104, 0.214000, 0.00000, 7.92001, 10.6300, 13.1900, 13.4600, 0.330000, 0.330000, 0.232000
2.45833, 6.50223, 0.00200000, 0.00000, 7.35001, 9.97000, 12.7500, 13.4700, 0.326000, 0.327000, 0.233000
2.50000, 5.51108, 0.00000, 0.00000, 6.41000, 9.22000, 12.2100, 13.4800, 0.323000, 0.324000, 0.233000
2.54167, 4.19058, 0.00000, 0.00000, 5.25000, 8.31000, 11.6100, 13.4800, 0.321000, 0.322000, 0.233000
2.58333, 3.83188, 0.00100000, 17.2000, 4.66000, 7.42001, 10.8700, 13.4900, 0.319000, 0.320000, 0.234000
2.62500, 3.28439, 0.00100000, 49.0000, 4.52002, 7.04001, 10.2500, 13.5000, 0.318000, 0.319000, 0.234000
2.66667, 2.61435, 0.00100000, 48.0000, 4.08002, 6.67999, 9.81000, 13.5100, 0.317000, 0.317000, 0.235000
2.70833, 1.77698, 0.00900000, 41.8000, 3.13000, 5.87000, 9.16000, 13.5200, 0.315000, 0.316000, 0.235000
2.75000, 1.99368, 0.0550000, 88.1000, 3.47000, 5.59000, 8.60001, 13.5300, 0.314000, 0.315000, 0.235000
2.79167, 1.57199, 1.00400, 109.800, 3.23001, 5.22000, 8.13000, 13.5300, 0.316000, 0.314000, 0.236000
2.83333, 1.63257, 1.06500, 108.500, 3.25000, 5.20001, 7.86002, 13.5400, 0.318000, 0.316000, 0.236000
2.87500, 1.54828, 0.287000, 36.7000, 2.51001, 4.76001, 7.38000, 13.5400, 0.316000, 0.316000, 0.237000
2.91667, 1.21805, 0.352000, 14.4000, 1.84000, 4.13000, 6.91000, 13.5500, 0.316000, 0.315000, 0.237000
2.95833, 1.00244, 0.148000, 0.00000, 1.45999, 3.66000, 6.45999, 13.5500, 0.314000, 0.314000, 0.238000
3.00000, 0.429871, 0.295000, 0.00000, 0.920013, 3.23001, 6.07001, 13.5600, 0.313000, 0.313000, 0.238000
3.04167, 0.694244, 0.115000, 0.00000, 1.04001, 3.19000, 5.84000, 13.5600, 0.313000, 0.313000, 0.239000
3.08333, -0.0781555, 0.101000, 0.00000, 0.300018, 2.64999, 5.54001, 13.5600, 0.311000, 0.312000, 0.239000
3.12500, -0.450775, 0.0480000, 0.00000, -0.119995, 2.31000, 5.28000, 13.5600, 0.310000, 0.311000, 0.239000
3.16667, -0.682892, 0.0160000, 0.00000, -0.329987, 1.92999, 4.98001, 13.5600, 0.309000, 0.310000, 0.240000
3.20833, -0.790070, 0.00000, 0.00000, -0.329987, 1.83002, 4.73001, 13.5500, 0.308000, 0.309000, 0.240000
3.25000, -0.823914, 0.00000, 0.00000, -0.380005, 1.70999, 4.44000, 13.5500, 0.307000, 0.308000, 0.241000
3.29167, -1.16727, 0.00000, 0.00000, -0.440002, 1.67999, 4.24002, 13.5500, 0.306000, 0.307000, 0.241000
3.33333, -1.20151, 0.00000, 0.00000, -0.459991, 1.64001, 4.09000, 13.5500, 0.305000, 0.306000, 0.242000
3.37500, -1.25970, 0.00000, 0.00000, -0.519989, 1.62000, 3.95999, 13.5500, 0.304000, 0.305000, 0.242000
3.41667, -1.63684, 0.00000, 0.00000, -0.619995, 1.61002, 3.85001, 13.5500, 0.303000, 0.304000, 0.243000
3.45833, -1.92154, 0.00000, 0.00000, -0.679993, 1.61002, 3.74002, 13.5500, 0.302000, 0.303000, 0.243000
3.50000, -1.94165, 0.00000, 0.00000, -0.739990, 1.57001, 3.66000, 13.5500, 0.301000, 0.303000, 0.244000
3.54167, -1.87476, 0.00000, 0.00000, -0.919983, 1.16000, 3.33002, 13.5400, 0.301000, 0.302000, 0.244000
3.58333, -1.79056, 0.00000, 112.000, -0.790009, 1.19000, 3.27002, 13.5300, 0.300000, 0.301000, 0.244000
3.62500, -1.64938, 0.00000, 257.100, -0.160004, 1.11002, 3.12000, 13.5200, 0.299000, 0.300000, 0.245000
3.66667, -1.13324, 0.00000, 424.800, 1.33002, 1.60001, 3.02002, 13.5100, 0.297000, 0.299000, 0.245000
3.70833, -1.06400, 0.00000, 269.900, 1.17001, 1.86002, 3.08002, 13.5000, 0.296000, 0.298000, 0.246000
3.75000, -0.811066, 0.00000, 274.600, 1.63000, 2.27002, 3.23001, 13.4900, 0.295000, 0.297000, 0.246000
3.79167, -0.370697, 0.00000, 399.400, 2.63000, 2.56000, 3.33002, 13.4800, 0.294000, 0.297000, 0.247000
3.83333, 0.00000, 0.00000, 338.200, 2.73001, 3.42999, 3.98001, 13.4700, 0.292000, 0.294000, 0.247000
3.87500, -0.0235291, 0.00000, 250.700, 1.85001, 2.92001, 4.08002, 13.4600, 0.289000, 0.292000, 0.247000
3.91667, -0.398590, 0.00000, 52.2000, 0.0599976, 2.23001, 4.09000, 13.4400, 0.288000, 0.290000, 0.248000
3.95833, -0.466614, 0.00000, 0.00000, -0.479980, 1.72000, 4.05002, 13.4200, 0.288000, 0.289000, 0.248000
4.00000, -0.451599, 0.00000, 0.00000, -0.440002, 1.59000, 3.94000, 13.4100, 0.288000, 0.289000, 0.248000
4.04167, -0.466095, 0.00000, 0.00000, -0.459991, 1.51001, 3.72000, 13.3900, 0.288000, 0.290000, 0.249000
4.08333, -0.809296, 0.00000, 0.00000, -0.759979, 1.14001, 3.34000, 13.3700, 0.289000, 0.290000, 0.249000
4.12500, -0.998077, 0.00000, 0.00000, -0.769989, 1.03000, 3.03000, 13.3600, 0.289000, 0.290000, 0.250000
4.16667, -1.25006, 0.00000, 0.00000, -0.829987, 0.940002, 2.78000, 13.3400, 0.288000, 0.290000, 0.250000
4.20833, -2.63486, 0.00000, 0.00000, -3.13000, 1.81000, 2.69000, 13.3200, 0.289000, 0.290000, 0.250000
4.25000, -2.48199, 0.00000, 0.00000, -2.81000, 0.910004, 2.75000, 13.3000, 0.289000, 0.290000, 0.251000
4.29167, -1.87833, 0.00000, 0.00000, -1.94000, 1.13000, 2.42999, 13.2900, 0.289000, 0.290000, 0.251000
4.33333, -2.15292, 0.00000, 0.00000, -2.20999, 1.09000, 2.17001, 13.2700, 0.289000, 0.290000, 0.251000
4.37500, -2.64703, 0.00000, 0.00000, -2.54999, 1.36002, 2.20001, 13.2500, 0.289000, 0.289000, 0.251000
4.41667, -2.66513, 0.00000, 0.00000, -2.28000, -0.419983, 1.77002, 13.2300, 0.289000, 0.289000, 0.252000
4.45833, -2.80508, 0.00000, 0.00000, -2.73999, -0.619995, 1.14001, 13.2100, 0.289000, 0.289000, 0.252000
4.50000, -3.20654, 0.00000, 0.00000, -3.25998, -2.60999, 1.49002, 13.1800, 0.289000, 0.289000, 0.252000
4.54167, -5.17169, 0.00000, 0.00000, -5.41998, -4.13000, 0.580017, 13.1600, 0.288000, 0.289000, 0.253000
4.58333, -4.30319, 0.00000, 77.3000, -4.22998, -4.20999, 0.0400085, 13.1400, 0.288000, 0.289000, 0.253000
4.62500, -2.97971, 0.00000, 271.900, -2.06000, -2.97000, -0.0299988, 13.1200, 0.288000, 0.289000, 0.253000
4.66667, -1.85172, 0.00000, 437.100, -0.329987, -2.13998, -0.0899963, 13.0900, 0.288000, 0.289000, 0.253000
4.70833, -0.667450, 0.00000, 526.400, 0.520020, -1.50000, 0.339996, 13.0600, 0.287000, 0.289000, 0.254000
4.75000, 0.388885, 0.00000, 548.000, 0.850006, -0.959991, 1.04001, 13.0300, 0.287000, 0.289000, 0.254000
4.79167, 4.04382, 0.00000, 485.100, 5.74002, 3.57001, 1.80002, 13.0000, 0.285000, 0.287000, 0.254000
4.83333, 4.61160, 0.00000, 394.400, 5.82001, 4.63000, 3.10001, 12.9600, 0.281000, 0.284000, 0.254000
4.87500, 4.74402, 0.00000, 252.200, 5.01001, 4.83002, 3.98001, 12.9300, 0.276000, 0.280000, 0.255000
4.91667, 4.23361, 0.00000, 80.0000, 3.81000, 4.59000, 4.56000, 12.9000, 0.272000, 0.277000, 0.255000
4.95833, 3.05737, 0.00000, 0.00000, 2.41000, 3.77002, 4.79001, 12.8600, 0.266000, 0.272000, 0.255000
5.00000, 3.43893, 0.00000, 0.00000, 2.89001, 3.69000, 4.87000, 12.8300, 0.267000, 0.272000, 0.255000
5.04167, 3.89273, 0.00000, 0.00000, 3.31000, 4.02002, 5.17001, 12.8000, 0.268000, 0.272000, 0.255000
5.08333, 4.52042, 0.00000, 0.00000, 3.84000, 4.54001, 5.60001, 12.7700, 0.269000, 0.272000, 0.256000
5.12500, 4.48923, 0.00000, 0.00000, 3.67001, 4.57001, 5.76001, 12.7400, 0.269000, 0.272000, 0.256000
5.16667, 4.34552, 0.00000, 0.00000, 3.69000, 4.59000, 5.78000, 12.7200, 0.269000, 0.272000, 0.256000
5.20833, 4.88257, 0.00000, 0.00000, 4.14999, 4.82001, 5.94000, 12.6900, 0.269000, 0.272000, 0.256000
5.25000, 4.98795, 0.00000, 0.00000, 4.39001, 5.09000, 6.17999, 12.6600, 0.270000, 0.272000, 0.256000
5.29167, 4.51572, 0.00000, 0.00000, 3.83002, 4.89001, 6.26001, 12.6300, 0.269000, 0.272000, 0.257000
5.33333, 4.18893, 0.00000, 0.00000, 3.42001, 4.94000, 6.42001, 12.6100, 0.269000, 0.272000, 0.257000
5.37500, 3.77615, 0.00000, 0.00000, 3.07001, 4.72000, 6.53000, 12.5800, 0.269000, 0.272000, 0.257000
5.41667, 3.60168, 0.00000, 0.00000, 2.91000, 4.42001, 6.42001, 12.5500, 0.269000, 0.272000, 0.257000
5.45833, 3.64926, 0.00000, 0.00000, 2.97000, 4.52002, 6.48001, 12.5300, 0.269000, 0.272000, 0.257000
5.50000, 3.80701, 0.00000, 0.00000, 3.22000, 4.63000, 6.52002, 12.5100, 0.269000, 0.272000, 0.257000
5.54167, 3.84213, 0.00000, 0.00000, 3.39999, 4.67001, 6.45001, 12.4900, 0.269000, 0.272000, 0.257000
5.58333, 4.48532, 0.00000, 94.3000, 4.26001, 4.91000, 6.47000, 12.4700, 0.269000, 0.271000, 0.258000
5.62500, 6.03702, 0.00000, 260.300, 6.29001, 5.92999, 6.70001, 12.4400, 0.269000, 0.271000, 0.258000
5.66667, 7.27963, 0.00000, 434.000, 8.34000, 7.28000, 7.17999, 12.4200, 0.267000, 0.271000, 0.258000
5.70833, 7.77481, 0.00000, 511.400, 9.31000, 8.44000, 7.75000, 12.4100, 0.266000, 0.271000, 0.258000
5.75000, 7.61328, 0.00000, 530.400, 9.35001, 8.73001, 8.10001, 12.3900, 0.263000, 0.270000, 0.258000
5.79167, 6.57260, 0.00000, 509.000, 8.74002, 8.70001, 8.41000, 12.3800, 0.261000, 0.269000, 0.258000
5.83333, 6.29944, 0.00000, 409.200, 7.89001, 8.59000, 8.78000, 12.3700, 0.257000, 0.266000, 0.258000
5.87500, 6.61484, 0.00000, 252.700, 6.89001, 8.28000, 8.97000, 12.3600, 0.253000, 0.264000, 0.258000
5.91667, 5.62198, 0.00000, 84.5000, 5.39999, 7.51001, 9.13000, 12.3500, 0.252000, 0.262000, 0.258000
5.95833, 4.48911, 0.00000, 0.00000, 3.91000, 6.58002, 8.98001, 12.3400, 0.246000, 0.258000, 0.259000
6.00000, 3.31500, 0.00000, 0.00000, 2.74002, 5.69000, 8.60001, 12.3200, 0.247000, 0.258000, 0.259000
6.04167, 2.41840, 0.00000, 0.00000, 1.80002, 4.85001, 8.23001, 12.3000, 0.248000, 0.257000, 0.259000
6.08333, 1.08151, 0.00000, 0.00000, 0.660004, 4.02002, 7.70001, 12.2900, 0.248000, 0.257000, 0.259000
6.12500, -0.0373840, 0.00000, 0.00000, -0.359985, 3.04001, 7.06000, 12.2700, 0.249000, 0.257000, 0.259000
6.16667, -0.543182, 0.00000, 0.00000, -0.579987, 2.52002, 6.39001, 12.2600, 0.250000, 0.257000, 0.259000
6.20833, -0.735840, 0.00000, 0.00000, -0.699982, 2.30002, 5.72000, 12.2400, 0.250000, 0.257000, 0.259000
6.25000, -1.15762, 0.00000, 0.00000, -0.809998, 2.20001, 5.26001, 12.2300, 0.250000, 0.257000, 0.259000
6.29167, -1.40323, 0.00000, 0.00000, -0.660004, 1.99002, 4.88000, 12.2200, 0.250000, 0.257000, 0.259000
6.33333, -1.47281, 0.00000, 0.00000, -0.690002, 1.87000, 4.57001, 12.2100, 0.251000, 0.257000, 0.259000
6.37500, -1.70212, 0.00000, 0.00000, -0.809998, 1.79001, 4.31000, 12.2100, 0.250000, 0.257000, 0.259000
6.41667, -1.89722, 0.00000, 0.00000, -0.769989, 1.70999, 4.07001, 12.2000, 0.251000, 0.257000, 0.259000
6.45833, -1.99399, 0.00000, 0.00000, -0.880005, 1.67001, 3.87000, 12.1900, 0.251000, 0.257000, 0.259000
6.50000, -2.21597, 0.00000, 0.00000, -0.979980, 1.53000, 3.63000, 12.1900, 0.251000, 0.256000, 0.259000
6.54167, -2.60406, 0.00000, 0.00000, -1.17999, 1.31000, 3.33002, 12.1800, 0.250000, 0.256000, 0.259000
6.58333, -2.69199, 0.00100000, 50.9000, -1.12000, 0.970001, 2.98001, 12.1800, 0.251000, 0.256000, 0.259000
6.62500, -2.07553, 0.00000, 136.600, -0.540009, 0.839996, 2.75000, 12.1700, 0.250000, 0.256000, 0.260000
6.66667, -2.68942, 0.190000, 174.100, -0.239990, 0.940002, 2.66000, 12.1600, 0.250000, 0.256000, 0.260000
6.70833, -3.35864, 1.03200, 259.900, -0.559998, 0.820007, 2.52002, 12.1500, 0.250000, 0.256000, 0.260000
6.75000, -5.13791, 2.25000, 168.800, -2.69998, 1.31000, 2.38000, 12.1400, 0.252000, 0.256000, 0.260000
6.79167, -5.35410, 2.10000, 201.000, -2.04999, 1.11002, 2.13000, 12.1300, 0.252000, 0.256000, 0.260000
6.83333, -6.01010, 1.49000, 255.500, -0.130005, 0.690002, 2.08002, 12.1200, 0.252000, 0.256000, 0.260000
6.87500, -6.81943, 1.09100, 83.3000, -1.54999, 0.610016, 2.11002, 12.1100, 0.254000, 0.257000, 0.260000
6.91667, -7.15634, 0.380000, 40.9000, -0.940002, -0.0299988, 1.72000, 12.1000, 0.254000, 0.257000, 0.260000
6.95833, -7.86319, 0.670000, 0.00000, -1.03000, -0.109985, 1.53000, 12.0900, 0.254000, 0.257000, 0.260000
7.00000, -8.82346, 0.0690000, 0.00000, -2.32001, 0.649994, 1.56000, 12.0700, 0.254000, 0.257000, 0.260000
7.04167, -12.2949, 0.00100000, 0.00000, -2.98999, 0.250000, 1.34000, 12.0600, 0.255000, 0.257000, 0.260000
7.08333, -8.07092, 0.00000, 0.00000, -7.47000, -3.34000, 1.27002, 12.0500, 0.256000, 0.258000, 0.260000
7.12500, -9.77014, 0.00000, 0.00000, -9.70999, -6.22998, 0.910004, 12.0400, 0.256000, 0.258000, 0.260000
7.16667, -9.86032, 0.00000, 0.00000, -9.94998, -6.84000, 0.500000, 12.0300, 0.256000, 0.259000, 0.260000
7.20833, -9.92233, 0.00000, 0.00000, -9.81000, -6.97000, 0.279999, 12.0200, 0.256000, 0.259000, 0.260000
7.25000, -10.2546, 0.00000, 0.00000, -9.87000, -6.01999, -2.00998, 12.0000, 0.256000, 0.259000, 0.260000
7.29167, -12.1729, 0.00000, 0.00000, -8.95999, -6.97000, -2.28000, 11.9900, 0.256000, 0.260000, 0.260000
7.33333, -11.3605, 0.00000, 0.00000, -11.4300, -8.22000, -2.98999, 11.9700, 0.256000, 0.260000, 0.260000
7.37500, -13.9453, 0.00000, 0.00000, -10.1800, -8.10999, -3.87000, 11.9500, 0.256000, 0.260000, 0.260000
7.41667, -13.8590, 0.00000, 0.00000, -11.2600, -9.01999, -4.54999, 11.9300, 0.256000, 0.261000, 0.260000
7.45833, -12.6350, 0.00000, 0.00000, -12.7300, -9.92999, -5.89999, 11.9000, 0.256000, 0.261000, 0.260000
7.50000, -14.9107, 0.00000, 0.00000, -11.4300, -10.1500, -7.16998, 11.8800, 0.256000, 0.260000, 0.260000
7.54167, -14.8631, 0.00000, 0.00000, -11.5800, -10.5200, -7.97000, 11.8600, 0.256000, 0.260000, 0.260000
7.58333, -15.5119, 0.00000, 96.4000, -11.7900, -10.7400, -8.32999, 11.8400, 0.256000, 0.260000, 0.260000
7.62500, -12.6398, 0.00000, 284.000, -9.70999, -10.2200, -8.91998, 11.8200, 0.256000, 0.260000, 0.260000
7.66667, -12.3900, 0.00000, 288.900, -7.94000, -9.09000, -9.09000, 11.7900, 0.256000, 0.260000, 0.260000
7.70833, -11.5262, 0.00000, 436.500, -5.29999, -7.81000, -8.63998, 11.7700, 0.256000, 0.260000, 0.260000
7.75000, -10.4317, 0.00000, 512.100, -3.26999, -6.12000, -7.72998, 11.7500, 0.256000, 0.260000, 0.260000
7.79167, -9.35977, 0.00000, 503.700, -2.56000, -5.03000, -6.78000, 11.7200, 0.256000, 0.260000, 0.260000
7.83333, -8.35995, 0.00000, 389.500, -2.67999, -4.44000, -6.03000, 11.6900, 0.256000, 0.260000, 0.260000
7.87500, -8.00589, 0.00000, 221.200, -3.88998, -4.06000, -4.57001, 11.6700, 0.256000, 0.260000, 0.260000
7.91667, -8.07843, 0.00000, 80.5000, -5.79999, -4.25000, -3.48999, 11.6500, 0.255000, 0.260000, 0.260000
7.95833, -8.49191, 0.00000, 0.00000, -8.41000, -5.57999, -3.06000, 11.6300, 0.255000, 0.261000, 0.260000
8.00000, -9.40372, 0.00000, 0.00000, -9.59000, -6.97000, -3.66000, 11.6000, 0.255000, 0.261000, 0.260000
8.04167, -10.0157, 0.00000, 0.00000, -10.3100, -8.00000, -4.92999, 11.5700, 0.255000, 0.261000, 0.260000
8.08333, -10.6308, 0.00000, 0.00000, -10.9400, -8.79001, -5.81000, 11.5400, 0.255000, 0.261000, 0.260000
8.12500, -11.0463, 0.00000, 0.00000, -11.3100, -9.34000, -6.51999, 11.5200, 0.255000, 0.261000, 0.260000
8.16667, -11.3018, 0.00000, 0.00000, -11.5500, -9.81000, -7.20999, 11.4900, 0.255000, 0.261000, 0.260000
8.20833, -11.4483, 0.00000, 0.00000, -11.6600, -10.0400, -7.66000, 11.4600, 0.255000, 0.261000, 0.260000
8.25000, -11.4846, 0.00000, 0.00000, -11.7000, -10.1500, -7.88998, 11.4300, 0.255000, 0.261000, 0.260000
8.29167, -11.3491, 0.00000, 0.00000, -11.7100, -10.3100, -8.17999, 11.4100, 0.255000, 0.261000, 0.260000
8.33333, -11.3647, 0.00000, 0.00000, -11.7600, -10.3500, -8.25998, 11.3800, 0.255000, 0.261000, 0.260000
8.37500, -11.0627, 0.00000, 0.00000, -11.6000, -10.2400, -8.22998, 11.3500, 0.255000, 0.261000, 0.260000
8.41667, -10.9361, 0.00000, 0.00000, -11.5600, -10.2200, -8.25998, 11.3200, 0.255000, 0.261000, 0.260000
8.45833, -10.5331, 0.00000, 0.00000, -11.2400, -10.1600, -8.31000, 11.2900, 0.255000, 0.261000, 0.259000
8.50000, -9.76608, 0.00000, 0.00000, -10.6400, -9.85999, -8.29999, 11.2600, 0.255000, 0.261000, 0.259000
8.54167, -9.09897, 0.00000, 0.00000, -10.0200, -9.41000, -8.14999, 11.2300, 0.255000, 0.261000, 0.259000
8.58333, -7.80676, 0.00000, 142.500, -8.17999, -9.07999, -8.20999, 11.1900, 0.255000, 0.261000, 0.259000
8.62500, -3.91263, 0.00000, 309.300, -3.88998, -6.98999, -7.75000, 11.1600, 0.255000, 0.261000, 0.259000
8.66667, -2.10464, 0.00000, 444.400, -1.32999, -5.32999, -7.07001, 11.1300, 0.255000, 0.261000, 0.259000
8.70833, -0.371552, 0.00000, 521.900, -0.00997925, -4.32001, -6.26999, 11.1100, 0.255000, 0.260000, 0.259000
8.75000, 0.792358, 0.00000, 541.200, -0.220001, -3.45999, -5.59000, 11.0800, 0.255000, 0.260000, 0.259000
8.79167, 1.30161, 0.00000, 497.900, 0.100006, -2.92999, -4.95999, 11.0500, 0.254000, 0.260000, 0.259000
8.83333, 1.39960, 0.00000, 394.900, 0.100006, -2.32999, -3.56000, 11.0300, 0.254000, 0.261000, 0.259000
8.87500, 1.50058, 0.00000, 98.3000, -0.309998, -1.69998, -2.45999, 11.0100, 0.254000, 0.261000, 0.259000
8.91667, 3.24173, 0.00000, 29.5000, 1.92001, 1.19000, -0.459991, 10.9900, 0.259000, 0.260000, 0.259000
8.95833, 2.57434, 0.00000, 0.00000, 1.00000, 1.20999, 0.770020, 10.9700, 0.260000, 0.260000, 0.259000
9.00000, 3.27771, 0.00000, 0.00000, 1.60001, 1.56000, 1.56000, 10.9400, 0.260000, 0.261000, 0.259000
9.04167, 3.82199, 0.00000, 0.00000, 2.42999, 2.23001, 2.22000, 10.9200, 0.260000, 0.261000, 0.259000
9.08333, 3.41733, 0.00000, 0.00000, 2.17001, 2.42001, 2.92999, 10.9000, 0.261000, 0.261000, 0.259000
9.12500, 4.77179, 0.00100000, 0.00000, 3.56000, 3.56000, 3.72000, 10.8800, 0.260000, 0.261000, 0.259000
9.16667, 5.09531, 0.0530000, 0.00000, 3.91000, 3.98001, 4.23001, 10.8600, 0.260000, 0.261000, 0.259000
9.20833, 5.48734, 0.465000, 0.00000, 4.67001, 4.73001, 4.78000, 10.8400, 0.260000, 0.261000, 0.259000
9.25000, 5.72723, 1.44800, 0.00000, 5.05002, 5.10001, 5.12000, 10.8100, 0.268000, 0.261000, 0.259000
9.29167, 6.25919, 0.754000, 0.00000, 5.44000, 5.30002, 5.28000, 10.7900, 0.264000, 0.260000, 0.259000
9.33333, 6.75266, 2.36100, 0.00000, 6.04001, 5.66000, 5.57001, 10.7700, 0.293000, 0.267000, 0.259000
9.37500, 7.00705, 0.170000, 0.00000, 6.28000, 5.79001, 5.70001, 10.7500, 0.287000, 0.277000, 0.259000
9.41667, 8.04211, 0.959000, 0.00000, 7.53000, 6.76001, 6.17001, 10.7300, 0.296000, 0.282000, 0.259000
9.45833, 8.75665, 3.54300, 0.00000, 8.22000, 7.35001, 6.51001, 10.7200, 0.316000, 0.298000, 0.259000
9.50000, 9.40775, 1.24600, 0.00000, 9.05002, 8.03000, 6.89999, 10.7100, 0.313000, 0.307000, 0.259000
9.54167, 9.90677, 0.208000, 0.00000, 9.54001, 8.23001, 6.95999, 10.7000, 0.308000, 0.304000, 0.259000
9.58333, 9.12253, 3.46800, 3.40000, 8.99002, 8.26001, 7.22000, 10.6900, 0.327000, 0.309000, 0.259000
9.62500, 9.10703, 4.75400, 22.8000, 9.07001, 8.33002, 7.51001, 10.6800, 0.343000, 0.327000, 0.259000
9.66667, 9.50671, 6.54700, 48.7000, 9.59000, 8.67999, 7.73001, 10.6600, 0.364000, 0.359000, 0.259000
9.70833, 9.00851, 5.99600, 94.3000, 9.39001, 8.87000, 7.91000, 10.6500, 0.366000, 0.353000, 0.259000
9.75000, 6.97781, 4.08100, 187.000, 8.11002, 8.14001, 7.76001, 10.6400, 0.359000, 0.356000, 0.259000
9.79167, 5.90213, 2.72900, 162.600, 6.97000, 7.44000, 7.56000, 10.6300, 0.358000, 0.355000, 0.259000
9.83333, 4.69241, 0.161000, 51.3000, 4.99002, 6.45999, 7.33002, 10.6200, 0.342000, 0.341000, 0.259000
9.87500, 3.86496, 0.00000, 22.2000, 3.75000, 5.35001, 6.86002, 10.6100, 0.334000, 0.334000, 0.259000
9.91667, 3.22159, 0.00100000, 12.3000, 2.98001, 4.69000, 6.39999, 10.6000, 0.329000, 0.329000, 0.259000
