Decimal Day of Year in 2022 (UTC), HRRR Air Temp (*C), HRRR Precip (mm), Incoming Shortwave (W/m^2), Surface Temp (*C), HRRR 4 cm Soil Temp (*C), HRRR 10 cm Soil Temp (*C), HRRR 100 cm Soil Temp (*C), HRRR 4 cm Soil Water (m^3 m^-3), HRRR 10 cm Soil Water (m^3 m^-3), HRRR 100 cm Soil Water (m^3 m^-3)
2.62500, 3.87329, 0.00200000, 38.7000, 4.97000, 7.27002, 10.1500, 13.5000, 0.321000, 0.321000, 0.234000
2.66667, 3.43665, 0.00000, 45.1000, 4.61002, 6.86002, 9.67001, 13.5100, 0.317000, 0.318000, 0.235000
2.70833, 3.02866, 0.0230000, 27.6000, 4.12000, 6.55002, 9.39001, 13.5200, 0.318000, 0.318000, 0.235000
2.75000, 2.47208, 0.0550000, 32.8000, 3.64001, 6.11002, 9.08002, 13.5200, 0.320000, 0.320000, 0.236000
2.79167, 2.69638, 0.451000, 51.7000, 3.84000, 6.14001, 8.78000, 13.5300, 0.318000, 0.317000, 0.236000
2.83333, 2.36191, 0.525000, 39.2000, 3.39999, 5.51001, 8.05002, 13.5400, 0.315000, 0.314000, 0.236000
2.87500, 2.51862, 0.473000, 52.0000, 3.50000, 5.42001, 7.84000, 13.5400, 0.318000, 0.317000, 0.237000
2.91667, 1.81094, 0.458000, 24.4000, 2.64999, 4.83002, 7.47000, 13.5500, 0.317000, 0.316000, 0.237000
2.95833, 1.40738, 0.614000, 0.00000, 2.09000, 4.45001, 7.29001, 13.5500, 0.319000, 0.318000, 0.238000
3.00000, 1.02988, 0.336000, 0.00000, 1.58002, 3.95999, 6.89999, 13.5600, 0.314000, 0.314000, 0.238000
3.04167, 0.493744, 0.321000, 0.00000, 0.910004, 3.36002, 6.36002, 13.5600, 0.315000, 0.315000, 0.239000
3.08333, 0.00558472, 0.184000, 0.00000, 0.330017, 2.86002, 6.05002, 13.5600, 0.312000, 0.313000, 0.239000
3.12500, -0.0379944, 0.0680000, 0.00000, 0.170013, 2.45999, 5.60001, 13.5600, 0.310000, 0.310000, 0.239000
3.16667, -0.438385, 0.0390000, 0.00000, -0.279999, 2.03000, 5.10001, 13.5700, 0.309000, 0.310000, 0.240000
3.20833, -0.375153, 0.00500000, 0.00000, -0.239990, 1.92999, 4.85001, 13.5600, 0.307000, 0.308000, 0.240000
3.25000, -0.525116, 0.00500000, 0.00000, -0.269989, 1.72000, 4.55002, 13.5500, 0.307000, 0.307000, 0.241000
3.29167, -0.461334, 0.00400000, 0.00000, -0.259979, 1.60001, 4.29001, 13.5500, 0.305000, 0.306000, 0.241000
3.33333, -0.614410, 0.00100000, 0.00000, -0.290009, 1.53000, 4.05002, 13.5500, 0.304000, 0.305000, 0.242000
3.37500, -0.753387, 0.0200000, 0.00000, -0.339996, 1.47000, 3.83002, 13.5400, 0.302000, 0.303000, 0.242000
3.41667, -0.930511, 0.00200000, 0.00000, -0.369995, 1.44000, 3.70999, 13.5500, 0.302000, 0.303000, 0.243000
3.45833, -0.887848, 0.0180000, 0.00000, -0.429993, 1.42001, 3.59000, 13.5500, 0.303000, 0.304000, 0.243000
3.50000, -1.01157, 0.00000, 0.00000, -0.479980, 1.42001, 3.48001, 13.5500, 0.302000, 0.303000, 0.244000
3.54167, -1.14523, 0.00000, 0.00000, -0.489990, 1.39999, 3.39999, 13.5400, 0.301000, 0.302000, 0.244000
3.58333, -1.34030, 0.00100000, 47.8000, -0.350006, 1.33002, 3.31000, 13.5300, 0.300000, 0.301000, 0.244000
3.62500, -1.12808, 0.00000, 108.700, -0.160004, 1.20001, 3.22000, 13.5200, 0.300000, 0.301000, 0.245000
3.66667, -1.08801, 0.00000, 188.300, 0.500000, 1.34000, 3.17999, 13.5000, 0.299000, 0.300000, 0.245000
3.70833, -0.330902, 0.00000, 323.500, 2.22000, 2.33002, 3.37000, 13.4900, 0.298000, 0.299000, 0.246000
3.75000, 0.400177, 0.00000, 430.100, 3.29001, 2.83002, 3.62000, 13.4900, 0.296000, 0.298000, 0.246000
3.79167, 0.440979, 0.00000, 273.700, 2.80002, 3.19000, 3.83002, 13.4800, 0.295000, 0.297000, 0.247000
3.83333, 0.188232, 0.00000, 126.500, 1.70999, 2.59000, 3.76001, 13.4700, 0.295000, 0.297000, 0.247000
3.87500, 0.331482, 0.00000, 150.800, 1.97000, 2.98001, 4.08002, 13.4600, 0.294000, 0.296000, 0.247000
3.91667, -0.161682, 0.00000, 43.5000, 0.470001, 1.92001, 3.59000, 13.4400, 0.294000, 0.296000, 0.248000
3.95833, -0.316071, 0.00000, 0.00000, -0.239990, 1.48001, 3.57001, 13.4200, 0.294000, 0.295000, 0.248000
4.00000, -0.552521, 0.00000, 0.00000, -0.269989, 1.29001, 3.38000, 13.4100, 0.294000, 0.295000, 0.249000
4.04167, -0.645538, 0.00000, 0.00000, -0.329987, 1.24002, 3.23001, 13.3900, 0.294000, 0.295000, 0.249000
4.08333, -0.991852, 0.00000, 0.00000, -0.250000, 1.11002, 2.95001, 13.3800, 0.294000, 0.295000, 0.249000
4.12500, -1.20584, 0.00000, 0.00000, -0.269989, 1.10001, 2.89999, 13.3600, 0.293000, 0.294000, 0.250000
4.16667, -1.16061, 0.00000, 0.00000, -0.399994, 1.10001, 2.76001, 13.3300, 0.293000, 0.294000, 0.250000
4.20833, -1.23669, 0.00000, 0.00000, -0.440002, 1.10001, 2.67999, 13.3200, 0.293000, 0.293000, 0.250000
4.25000, -1.31686, 0.00000, 0.00000, -0.440002, 1.07001, 2.61002, 13.3000, 0.292000, 0.293000, 0.251000
4.29167, -1.05960, 0.00000, 0.00000, -0.279999, 1.01001, 2.57001, 13.2800, 0.292000, 0.293000, 0.251000
4.33333, -1.40933, 0.00000, 0.00000, -0.350006, 1.02002, 2.53000, 13.2600, 0.292000, 0.292000, 0.251000
4.37500, -1.15421, 0.00000, 0.00000, -0.320007, 0.980011, 2.49002, 13.2400, 0.291000, 0.292000, 0.252000
4.41667, -1.42487, 0.00000, 0.00000, -0.359985, 1.00000, 2.48001, 13.2100, 0.291000, 0.291000, 0.252000
4.45833, -1.25946, 0.00000, 0.00000, -0.399994, 1.01001, 2.48001, 13.2000, 0.289000, 0.290000, 0.252000
4.50000, -1.01230, 0.00000, 0.00000, -0.380005, 0.990021, 2.44000, 13.1800, 0.288000, 0.289000, 0.252000
4.54167, -1.06165, 0.00000, 0.00000, -0.410004, 1.00000, 2.45001, 13.1600, 0.287000, 0.288000, 0.253000
4.58333, -0.729889, 0.00000, 127.000, -0.0700073, 0.929993, 2.42999, 13.1400, 0.287000, 0.288000, 0.253000
4.62500, 0.435211, 0.00000, 301.700, 2.03000, 1.59000, 2.49002, 13.1300, 0.287000, 0.288000, 0.253000
4.66667, 2.06027, 0.00000, 444.800, 4.35001, 2.95001, 2.74002, 13.1100, 0.286000, 0.288000, 0.253000
4.70833, 3.28372, 0.00000, 500.900, 5.53000, 3.99002, 3.14999, 13.0800, 0.285000, 0.287000, 0.254000
4.75000, 4.94522, 0.00000, 536.100, 6.91000, 5.12000, 3.74002, 13.0600, 0.283000, 0.286000, 0.254000
4.79167, 5.19116, 0.00000, 505.500, 6.95999, 5.66000, 4.30002, 13.0300, 0.281000, 0.285000, 0.254000
4.83333, 4.78232, 0.00000, 385.900, 5.98001, 5.58002, 4.72000, 13.0100, 0.280000, 0.284000, 0.254000
4.87500, 4.79343, 0.00000, 252.300, 5.11002, 5.27002, 4.98001, 12.9800, 0.279000, 0.283000, 0.255000
4.91667, 3.33655, 0.00000, 78.1000, 3.14001, 4.31000, 4.91000, 12.9400, 0.280000, 0.283000, 0.255000
4.95833, 2.30112, 0.00000, 0.00000, 1.82001, 3.33002, 4.69000, 12.9100, 0.280000, 0.282000, 0.255000
5.00000, 1.83469, 0.00000, 0.00000, 1.41000, 2.60001, 4.23001, 12.8700, 0.281000, 0.283000, 0.255000
5.04167, 2.46530, 0.00000, 0.00000, 2.02002, 2.70001, 3.95001, 12.8300, 0.281000, 0.282000, 0.255000
5.08333, 3.10977, 0.00000, 0.00000, 2.61002, 3.02002, 3.81000, 12.7900, 0.282000, 0.283000, 0.256000
5.12500, 3.43790, 0.00000, 0.00000, 2.94000, 3.30002, 3.87000, 12.7600, 0.282000, 0.283000, 0.256000
5.16667, 3.03470, 0.00000, 0.00000, 2.48001, 2.89001, 3.41000, 12.7200, 0.283000, 0.284000, 0.256000
5.20833, 2.69553, 0.00000, 0.00000, 2.12000, 2.83002, 3.51001, 12.6900, 0.283000, 0.284000, 0.256000
5.25000, 2.68460, 0.00000, 0.00000, 2.07001, 2.78000, 3.51001, 12.6600, 0.284000, 0.284000, 0.256000
5.29167, 2.25436, 0.00000, 0.00000, 1.58002, 2.41000, 3.26001, 12.6200, 0.283000, 0.284000, 0.257000
5.33333, 1.89169, 0.00000, 0.00000, 1.27002, 2.12000, 3.09000, 12.5900, 0.283000, 0.284000, 0.257000
5.37500, 1.58774, 0.00000, 0.00000, 0.920013, 1.97000, 3.17999, 12.5600, 0.283000, 0.284000, 0.257000
5.41667, 1.59634, 0.00000, 0.00000, 1.06000, 1.98001, 3.23001, 12.5300, 0.282000, 0.283000, 0.257000
5.45833, 1.70847, 0.00000, 0.00000, 1.22000, 2.09000, 3.27002, 12.5100, 0.281000, 0.282000, 0.257000
5.50000, 2.06519, 0.00000, 0.00000, 1.62000, 2.28000, 3.35001, 12.4900, 0.279000, 0.280000, 0.257000
5.54167, 2.25558, 0.00000, 0.00000, 1.86002, 2.45001, 3.42001, 12.4700, 0.276000, 0.277000, 0.257000
5.58333, 3.29773, 0.00000, 101.700, 3.20999, 2.94000, 3.54001, 12.4400, 0.273000, 0.274000, 0.258000
5.62500, 3.90152, 0.00000, 148.000, 4.19000, 3.57001, 3.62000, 12.4100, 0.273000, 0.274000, 0.258000
5.66667, 4.29654, 0.00000, 198.900, 5.08002, 4.44000, 4.06000, 12.3900, 0.272000, 0.274000, 0.258000
5.70833, 4.35107, 0.00000, 442.600, 6.44000, 5.34000, 4.70999, 12.3600, 0.270000, 0.273000, 0.258000
5.75000, 3.68185, 0.00000, 332.400, 5.59000, 5.45999, 5.14999, 12.3400, 0.269000, 0.272000, 0.258000
5.79167, 3.35056, 0.00000, 339.800, 5.24002, 5.26001, 5.33002, 12.3200, 0.268000, 0.272000, 0.258000
5.83333, 3.19138, 0.00000, 318.300, 5.07001, 5.45001, 5.69000, 12.3000, 0.266000, 0.271000, 0.258000
5.87500, 3.38538, 0.00000, 228.200, 4.25000, 5.17001, 5.86002, 12.3100, 0.265000, 0.270000, 0.258000
5.91667, 2.93283, 0.00000, 87.5000, 2.85001, 4.47000, 5.77002, 12.3000, 0.264000, 0.269000, 0.258000
5.95833, 1.18851, 0.00000, 0.00000, 0.830017, 3.25000, 5.49002, 12.2900, 0.265000, 0.269000, 0.259000
6.00000, 1.04901, 0.00000, 0.00000, 0.809998, 2.73001, 5.27002, 12.2800, 0.265000, 0.268000, 0.259000
6.04167, 0.225800, 0.00000, 0.00000, 0.00000, 2.33002, 4.91000, 12.2600, 0.265000, 0.268000, 0.259000
6.08333, -0.270660, 0.00000, 0.00000, -0.399994, 1.83002, 4.57001, 12.2400, 0.266000, 0.268000, 0.259000
6.12500, -0.531952, 0.00000, 0.00000, -0.540009, 1.70001, 4.26001, 12.2500, 0.265000, 0.267000, 0.259000
6.16667, -0.743530, 0.00000, 0.00000, -0.619995, 1.67999, 4.09000, 12.2500, 0.265000, 0.267000, 0.259000
6.20833, -0.610931, 0.00000, 0.00000, -0.519989, 1.57001, 3.89001, 12.2400, 0.265000, 0.267000, 0.259000
6.25000, -0.932648, 0.00000, 0.00000, -0.619995, 1.55002, 3.67001, 12.2200, 0.264000, 0.267000, 0.259000
6.29167, -1.20010, 0.00000, 0.00000, -0.679993, 1.50000, 3.50000, 12.2100, 0.263000, 0.266000, 0.259000
6.33333, -1.61765, 0.00000, 0.00000, -0.799988, 1.48001, 3.39999, 12.2000, 0.263000, 0.266000, 0.259000
6.37500, -1.72476, 0.00000, 0.00000, -0.820007, 1.32001, 3.20999, 12.1900, 0.262000, 0.265000, 0.259000
6.41667, -1.99020, 0.00000, 0.00000, -0.850006, 1.24002, 3.10001, 12.1800, 0.262000, 0.265000, 0.259000
6.45833, -2.08337, 0.00000, 0.00000, -0.940002, 1.17001, 3.01001, 12.1700, 0.260000, 0.263000, 0.259000
6.50000, -2.11423, 0.00000, 0.00000, -0.959991, 1.19000, 3.00000, 12.1500, 0.258000, 0.262000, 0.259000
6.54167, -2.08878, 0.00000, 0.00000, -0.919983, 1.14999, 3.03000, 12.1400, 0.257000, 0.261000, 0.259000
6.58333, -2.05972, 0.0310000, 72.8000, -0.790009, 0.899994, 2.85001, 12.1300, 0.252000, 0.257000, 0.259000
6.62500, -2.54092, 0.759000, 91.6000, -0.549988, 0.959991, 2.84000, 12.1200, 0.252000, 0.257000, 0.260000
6.66667, -2.62277, 2.42900, 219.700, -0.160004, 0.709991, 2.69000, 12.1100, 0.252000, 0.256000, 0.260000
6.70833, -2.71640, 3.57100, 242.500, 0.580017, 1.36002, 2.76001, 12.1100, 0.252000, 0.256000, 0.260000
6.75000, -3.04498, 2.60000, 269.400, 0.760010, 1.57001, 2.84000, 12.1200, 0.252000, 0.256000, 0.260000
6.79167, -3.20758, 2.11300, 148.700, 0.890015, 1.85001, 2.94000, 12.1200, 0.253000, 0.256000, 0.260000
6.83333, -3.79794, 1.34600, 182.400, 0.0400085, 1.41000, 3.06000, 12.1200, 0.254000, 0.257000, 0.260000
6.87500, -5.64322, 0.970000, 125.700, 0.0200195, 1.22000, 2.92999, 12.1100, 0.254000, 0.257000, 0.260000
6.91667, -6.81821, 0.815000, 55.5000, 0.00000, 1.27002, 2.87000, 12.1000, 0.253000, 0.256000, 0.260000
6.95833, -7.54300, 0.198000, 0.00000, -0.139984, 1.16000, 2.82001, 12.0900, 0.254000, 0.256000, 0.260000
7.00000, -7.72916, 0.107000, 0.00000, -0.160004, 1.07001, 2.77002, 12.0800, 0.254000, 0.256000, 0.260000
7.04167, -8.49380, 0.0100000, 0.00000, -0.0400085, 1.10001, 2.70999, 12.0700, 0.255000, 0.257000, 0.260000
7.08333, -6.49875, 0.00000, 0.00000, -6.22998, 0.600006, 2.63000, 12.0600, 0.255000, 0.257000, 0.260000
7.12500, -7.34091, 0.00000, 0.00000, -7.16998, -2.67999, 1.85001, 12.0500, 0.256000, 0.257000, 0.260000
7.16667, -8.13040, 0.00000, 0.00000, -8.04999, -4.28000, 1.92999, 12.0300, 0.256000, 0.257000, 0.260000
7.20833, -8.32840, 0.00000, 0.00000, -6.66998, -2.88000, 1.55002, 12.0200, 0.256000, 0.258000, 0.260000
7.25000, -9.97614, 0.00000, 0.00000, -10.1100, -6.92999, 0.839996, 12.0100, 0.255000, 0.258000, 0.260000
7.29167, -11.5050, 0.00000, 0.00000, -7.26999, -5.73999, 1.13000, 12.0000, 0.256000, 0.258000, 0.260000
7.33333, -11.8960, 0.00000, 0.00000, -7.50998, -5.84000, 0.320007, 11.9900, 0.256000, 0.259000, 0.260000
7.37500, -13.6201, 0.00000, 0.00000, -8.04001, -5.56000, -1.16000, 11.9700, 0.256000, 0.259000, 0.260000
7.41667, -14.8943, 0.00000, 0.00000, -7.01999, -4.38998, -0.970001, 11.9500, 0.257000, 0.260000, 0.260000
7.45833, -16.1234, 0.00000, 0.00000, -6.70999, -3.91000, -1.19000, 11.9200, 0.256000, 0.260000, 0.260000
7.50000, -14.7004, 0.00000, 0.00000, -12.8900, -8.54001, -2.81000, 11.8900, 0.256000, 0.260000, 0.260000
7.54167, -21.1497, 0.00000, 0.00000, -7.91000, -5.54001, -1.64999, 11.8600, 0.256000, 0.261000, 0.260000
7.58333, -13.7485, 0.00000, 141.500, -11.9800, -10.4200, -7.19998, 11.8400, 0.256000, 0.261000, 0.260000
7.62500, -13.0687, 0.00000, 295.700, -8.85001, -9.03000, -7.50998, 11.8200, 0.256000, 0.261000, 0.260000
7.66667, -12.0173, 0.00000, 396.000, -6.47000, -7.37000, -6.75998, 11.8000, 0.256000, 0.261000, 0.260000
7.70833, -11.1094, 0.00000, 505.600, -4.19000, -5.47000, -5.10999, 11.7700, 0.256000, 0.261000, 0.260000
7.75000, -10.1782, 0.00000, 550.700, -3.04001, -4.26999, -4.13000, 11.7500, 0.256000, 0.261000, 0.260000
7.79167, -9.42563, 0.00000, 515.500, -2.66000, -4.16000, -4.56000, 11.7300, 0.256000, 0.261000, 0.260000
7.83333, -8.98441, 0.00000, 395.800, -3.16000, -3.59000, -3.59000, 11.7100, 0.256000, 0.261000, 0.260000
7.87500, -8.58688, 0.00000, 261.200, -4.29999, -3.72000, -3.29999, 11.6800, 0.256000, 0.261000, 0.260000
7.91667, -8.66229, 0.00000, 73.0000, -6.26999, -4.29999, -2.87000, 11.6600, 0.255000, 0.261000, 0.260000
7.95833, -8.72549, 0.00000, 0.00000, -8.19000, -5.41998, -2.66998, 11.6400, 0.255000, 0.261000, 0.260000
8.00000, -8.96420, 0.00000, 0.00000, -8.75998, -6.31000, -2.87000, 11.6100, 0.255000, 0.261000, 0.260000
8.04167, -9.35068, 0.00000, 0.00000, -9.51999, -6.88998, -3.07999, 11.5900, 0.255000, 0.262000, 0.260000
8.08333, -9.99115, 0.00000, 0.00000, -10.2300, -7.73999, -4.13998, 11.5600, 0.255000, 0.262000, 0.260000
8.12500, -10.1904, 0.00000, 0.00000, -10.5000, -8.20999, -4.92999, 11.5300, 0.255000, 0.261000, 0.260000
8.16667, -10.6837, 0.00000, 0.00000, -10.8800, -8.69000, -5.66998, 11.5000, 0.255000, 0.261000, 0.260000
8.20833, -11.1559, 0.00000, 0.00000, -11.2700, -9.10999, -6.04001, 11.4800, 0.256000, 0.261000, 0.260000
8.25000, -10.7947, 0.00000, 0.00000, -11.2400, -9.63000, -7.29999, 11.4400, 0.255000, 0.261000, 0.260000
8.29167, -10.5688, 0.00000, 0.00000, -10.9600, -9.47998, -7.25998, 11.4100, 0.255000, 0.260000, 0.260000
8.33333, -10.8579, 0.00000, 0.00000, -11.3000, -9.89999, -7.75000, 11.3800, 0.256000, 0.260000, 0.260000
8.37500, -10.3297, 0.00000, 0.00000, -10.8700, -9.57999, -7.57001, 11.3400, 0.255000, 0.260000, 0.260000
8.41667, -10.0168, 0.00000, 0.00000, -10.6900, -9.62000, -7.87000, 11.3100, 0.255000, 0.260000, 0.260000
8.45833, -9.55765, 0.00000, 0.00000, -10.3500, -9.45999, -7.94998, 11.2800, 0.255000, 0.260000, 0.259000
8.50000, -8.57956, 0.00000, 0.00000, -9.56000, -8.92999, -7.70999, 11.2500, 0.255000, 0.260000, 0.259000
8.54167, -8.19476, 0.00000, 0.00000, -9.32999, -8.73999, -7.59000, 11.2200, 0.255000, 0.261000, 0.259000
8.58333, -6.05777, 0.00000, 141.200, -6.72998, -7.88998, -7.41000, 11.2000, 0.255000, 0.261000, 0.259000
8.62500, -2.90170, 0.00000, 311.500, -2.97000, -6.07001, -6.95999, 11.1600, 0.255000, 0.261000, 0.259000
8.66667, -0.851837, 0.00000, 442.100, -0.790009, -4.85001, -6.53000, 11.1400, 0.255000, 0.261000, 0.259000
8.70833, 1.59756, 0.00000, 182.800, 1.39999, -3.84000, -5.85001, 11.1100, 0.254000, 0.261000, 0.259000
8.75000, 2.43430, 0.00000, 208.500, 2.17999, -3.95999, -5.41998, 11.0800, 0.253000, 0.260000, 0.259000
8.79167, 2.18942, 0.00000, 179.800, 1.59000, -1.50000, -4.44000, 11.0500, 0.255000, 0.260000, 0.259000
8.83333, 2.14175, 0.00000, 144.800, 1.58002, -3.03000, -4.28000, 11.0300, 0.255000, 0.260000, 0.259000
8.87500, 1.57364, 0.00000, 53.8000, 0.850006, -0.589996, -2.23999, 11.0100, 0.256000, 0.261000, 0.259000
8.91667, 1.93243, 0.0100000, 11.3000, 1.06000, 0.350006, -1.35999, 10.9900, 0.257000, 0.261000, 0.259000
8.95833, 2.66806, 0.0320000, 0.00000, 1.70001, 0.800018, -0.320007, 10.9600, 0.259000, 0.261000, 0.259000
9.00000, 3.41656, 0.00000, 0.00000, 2.50000, 1.44000, 0.510010, 10.9400, 0.260000, 0.261000, 0.259000
9.04167, 3.44086, 0.00100000, 0.00000, 2.41000, 1.45001, 0.510010, 10.9200, 0.261000, 0.261000, 0.259000
9.08333, 3.96124, 0.00000, 0.00000, 2.37000, 1.33002, 0.0400085, 10.9000, 0.261000, 0.260000, 0.259000
9.12500, 3.75525, 0.00100000, 0.00000, 2.04001, 1.48001, 0.459991, 10.8800, 0.262000, 0.260000, 0.259000
9.16667, 3.71762, 0.00000, 0.00000, 2.31000, 1.58002, 0.940002, 10.8600, 0.263000, 0.261000, 0.259000
9.20833, 3.76981, 0.00700000, 0.00000, 2.29001, 1.53000, 0.920013, 10.8400, 0.262000, 0.261000, 0.259000
9.25000, 3.66495, 1.48000, 0.00000, 2.81000, 2.20999, 1.48001, 10.8100, 0.270000, 0.262000, 0.259000
9.29167, 4.00778, 6.16000, 0.00000, 3.22000, 2.62000, 1.83002, 10.7900, 0.324000, 0.294000, 0.259000
9.33333, 4.60269, 8.43100, 0.00000, 4.14999, 3.10001, 2.16000, 10.7700, 0.346000, 0.295000, 0.259000
9.37500, 4.77328, 5.63600, 0.00000, 4.44000, 3.27002, 2.22000, 10.7500, 0.341000, 0.308000, 0.259000
9.41667, 5.10580, 8.89600, 0.00000, 4.77002, 3.60001, 2.42999, 10.7300, 0.376000, 0.371000, 0.259000
9.45833, 5.77457, 3.67200, 0.00000, 5.48001, 4.27002, 2.97000, 10.7000, 0.355000, 0.347000, 0.259000
9.50000, 6.70700, 3.67500, 0.00000, 6.42999, 4.87000, 3.38000, 10.6800, 0.360000, 0.348000, 0.259000
9.54167, 7.93362, 5.11800, 0.00000, 7.66000, 6.27002, 4.77002, 10.6600, 0.350000, 0.337000, 0.259000
9.58333, 8.08279, 9.66500, 6.90000, 7.92001, 6.86002, 5.25000, 10.6400, 0.381000, 0.373000, 0.259000
9.62500, 7.91855, 5.62900, 40.6000, 7.82001, 6.91000, 5.81000, 10.6200, 0.375000, 0.367000, 0.259000
9.66667, 8.58124, 6.34300, 39.5000, 8.49002, 7.39001, 6.11002, 10.6000, 0.375000, 0.368000, 0.259000
9.70833, 9.79208, 3.22300, 43.1000, 9.75000, 8.47000, 6.85001, 10.5900, 0.363000, 0.357000, 0.259000
9.75000, 7.48944, 1.56400, 48.9000, 7.83002, 8.22000, 7.50000, 10.5900, 0.358000, 0.356000, 0.259000
9.79167, 6.41599, 1.73500, 69.2000, 7.05002, 7.92001, 7.66000, 10.5900, 0.344000, 0.341000, 0.259000
9.83333, 5.33313, 0.0950000, 35.3000, 5.69000, 7.09000, 7.74002, 10.5800, 0.338000, 0.338000, 0.259000
9.87500, 3.71454, 0.0290000, 22.3000, 3.98001, 6.07001, 7.56000, 10.5900, 0.336000, 0.336000, 0.259000
9.91667, 3.36423, 0.00200000, 17.9000, 3.26001, 5.06000, 6.95999, 10.5900, 0.330000, 0.331000, 0.259000
9.95833, 2.01596, 0.00000, 0.00000, 1.64999, 4.13000, 6.44000, 10.5900, 0.323000, 0.324000, 0.259000
10.0000, 1.81265, 0.00000, 0.00000, 1.55002, 3.59000, 5.92999, 10.5800, 0.325000, 0.325000, 0.259000
10.0417, 0.924805, 0.00000, 0.00000, 0.600006, 2.94000, 5.44000, 10.5600, 0.330000, 0.330000, 0.260000
10.0833, -0.0118713, 0.00000, 0.00000, -0.309998, 2.07001, 4.77002, 10.5500, 0.327000, 0.328000, 0.260000
10.1250, -0.131409, 0.00000, 0.00000, -0.350006, 1.70999, 4.25000, 10.5400, 0.323000, 0.323000, 0.260000
10.1667, -0.257477, 0.00000, 0.00000, -0.369995, 1.45001, 3.59000, 10.5400, 0.310000, 0.310000, 0.259000
10.2083, -0.415558, 0.00000, 0.00000, -0.489990, 1.38000, 3.20001, 10.5200, 0.315000, 0.316000, 0.260000
10.2500, -0.655304, 0.00000, 0.00000, -0.579987, 1.38000, 3.07001, 10.5000, 0.316000, 0.316000, 0.260000
10.2917, -0.778473, 0.00000, 0.00000, -0.600006, 1.34000, 2.91000, 10.4700, 0.319000, 0.320000, 0.261000
10.3333, -0.801819, 0.00000, 0.00000, -0.559998, 1.25000, 2.74002, 10.4700, 0.312000, 0.313000, 0.261000
10.3750, -0.926910, 0.00000, 0.00000, -0.589996, 1.22000, 2.60001, 10.4600, 0.311000, 0.312000, 0.261000
10.4167, -0.918182, 0.00000, 0.00000, -0.559998, 1.16000, 2.48001, 10.4400, 0.311000, 0.312000, 0.261000
